box_id,sortie_id,service_id,delivery_time_s,expected_deadline_s,first_deadline_s,hard_deadline_s,hard_deadline_ok,normalized_delivery_time,tag,group_id
S004-WAT-03,M006,S004,5475.500533296581,7200.0,,,True,0.7604861851800807,F13,G2
S004-WAT-01,M006,S004,5475.500533296581,7200.0,7200.0,7200.0,True,0.7604861851800807,F13,G2
S005-FOD-01,M007,S005,5311.254792475729,14400.0,,,True,0.36883713836637005,F13,G2
S005-WAT-02,M007,S005,5311.254792475729,10800.0,,,True,0.49178285115516013,F13,G2
S005-HYG-01,M008,S005,5665.344097652458,18000.0,,,True,0.3147413387584699,F13,G2
S005-WAT-03,M008,S005,5665.344097652458,10800.0,,,True,0.5245688979307831,F13,G2
S006-WAT-02,M009,S006,875.5059666318248,3600.0,,,True,0.24319610184217355,F13,G3
S006-WAT-03,M010,S006,2671.405966631825,3600.0,,,True,0.7420572129532846,F13,G3
S006-FOD-01,M011,S006,935.6059666318248,7200.0,,,True,0.129945273143309,F13,G3
S006-WAT-01,M011,S006,935.6059666318248,3600.0,3600.0,3600.0,True,0.259890546286618,F13,G3
S006-MED-01,M012,S006,935.5059666318248,3600.0,3600.0,3600.0,True,0.2598627685088402,F13,G3
S006-HYG-01,M012,S006,935.5059666318248,10800.0,,,True,0.08662092283628008,F13,G3
S007-FOD-01,M013,S007,3414.457661336819,7200.0,,,True,0.47423023074122483,F13,G2
S007-WAT-01,M013,S007,3414.457661336819,3600.0,3600.0,3600.0,True,0.9484604614824497,F13,G2
S008-MED-01,M014,S008,3189.896042296087,7200.0,7200.0,7200.0,True,0.4430411169855677,F13,G2
S008-HYG-01,M014,S008,3189.896042296087,14400.0,,,True,0.22152055849278385,F13,G2
S008-FOD-01,M014,S008,3189.896042296087,10800.0,,,True,0.2953607446570451,F13,G2
S008-WAT-02,M014,S008,3189.896042296087,7200.0,,,True,0.4430411169855677,F13,G2
S008-WAT-01,M014,S008,3189.896042296087,7200.0,7200.0,7200.0,True,0.4430411169855677,F13,G2
S009-MED-01,M015,S009,4156.811123697204,10800.0,10800.0,10800.0,True,0.38488991886085216,F13,G2
S009-FOD-01,M015,S009,4156.811123697204,14400.0,,,True,0.28866743914563914,F13,G2
S009-WAT-01,M015,S009,4156.811123697204,10800.0,10800.0,10800.0,True,0.38488991886085216,F13,G2
S010-MED-01,M016,S010,1085.2251178898362,3600.0,3600.0,3600.0,True,0.3014514216360656,F13,G2
S010-FOD-01,M016,S010,1085.2251178898362,7200.0,,,True,0.1507257108180328,F13,G2
S010-WAT-01,M016,S010,1085.2251178898362,3600.0,3600.0,3600.0,True,0.3014514216360656,F13,G2
S012-MED-01,M017,S012,3141.0972779850417,7200.0,3600.0,3600.0,True,0.4362635108312558,F13,G2
S012-FOD-01,M017,S012,3141.0972779850417,7200.0,,,True,0.4362635108312558,F13,G2
S012-WAT-01,M017,S012,3141.0972779850417,3600.0,3600.0,3600.0,True,0.8725270216625116,F13,G2
S013-MED-01,M018,S013,2618.2684734798054,3600.0,3600.0,3600.0,True,0.7272967981888349,F13,G2
S013-FOD-01,M018,S013,2618.2684734798054,7200.0,,,True,0.36364839909441743,F13,G2
S013-WAT-01,M018,S013,2618.2684734798054,3600.0,3600.0,3600.0,True,0.7272967981888349,F13,G2
S014-MED-01,M019,S014,1242.4327639761748,7200.0,3600.0,3600.0,True,0.17256010610780206,F13,G2
S014-FOD-01,M019,S014,1242.4327639761748,7200.0,,,True,0.17256010610780206,F13,G2
S014-WAT-01,M019,S014,1242.4327639761748,3600.0,3600.0,3600.0,True,0.3451202122156041,F13,G2
S003-HYG-01,M020,S003,5439.216574556816,14400.0,,,True,0.3777233732331122,F13,G2
S003-FOD-02,M020,S003,5439.216574556816,10800.0,,,True,0.5036311643108163,F13,G2
S003-WAT-02,M020,S003,5439.216574556816,7200.0,,,True,0.7554467464662245,F13,G2
S003-WAT-03,M020,S003,5439.216574556816,7200.0,,,True,0.7554467464662245,F13,G2
S003-WAT-04,M020,S003,5439.216574556816,7200.0,,,True,0.7554467464662245,F13,G2
S007-HYG-01,M020,S007,4835.947723918089,10800.0,,,True,0.44777293739982305,F13,G2
S005-MED-01,M021,S005,4492.330820055553,10800.0,10800.0,10800.0,True,0.4159565574125512,F13,G2
S005-WAT-01,M021,S005,4492.330820055553,10800.0,10800.0,10800.0,True,0.4159565574125512,F13,G2
S011-MED-01,M021,S011,3942.6001261683837,10800.0,10800.0,10800.0,True,0.3650555672378133,F13,G2
S007-MED-01,M022,S007,3414.457661336819,3600.0,3600.0,3600.0,True,0.9484604614824497,F13,G2
S007-WAT-02,M022,S007,3414.457661336819,3600.0,,,True,0.9484604614824497,F13,G2
S015-MED-01,M022,S015,3842.2486871503575,7200.0,7200.0,7200.0,True,0.5336456509931052,F13,G2
S011-FOD-01,M023,S011,2831.8001261683835,14400.0,,,True,0.19665278653947108,F13,G2
S015-WAT-01,M023,S015,3471.4739921771748,10800.0,10800.0,10800.0,True,0.3214327770534421,F13,G2
S011-WAT-01,M024,S011,4863.800126168384,10800.0,10800.0,10800.0,True,0.4503518635341096,F13,G2
S015-FOD-01,M024,S015,5503.473992177174,14400.0,,,True,0.38218569390119267,F13,G2
