from_id,to_id,horizontal_distance_m,max_dem_elevation_m,planned_cruise_altitude_m,origin_operation_altitude_m,destination_operation_altitude_m,climb_height_m,descent_height_m,frozen_max_dem_elevation_m,delta_max_dem_m,crossed_cells
S002,S007,8118.349331842345,424.7281799316406,474.7281799316406,219.5,348.5,255.22817993164062,126.22817993164062,424.7281799316406,0.0,385
S002,S008,4802.378753349625,331.8424987792969,381.8424987792969,219.5,270.9,162.34249877929688,110.9424987792969,331.8424987792969,0.0,199
S002,S009,1724.53718543169,278.2866516113281,328.2866516113281,219.5,230.0,108.78665161132812,98.28665161132812,277.5741577148437,0.7124938964844318,71
S002,S010,5916.973271945042,441.85394287109375,491.85394287109375,219.5,351.6,272.35394287109375,140.25394287109373,441.85394287109375,0.0,247
S002,S011,5781.685303669277,311.78533935546875,361.78533935546875,219.5,212.1,142.28533935546875,149.68533935546876,311.78533935546875,0.0,277
S002,S012,3071.2376714886336,358.1782531738281,408.1782531738281,219.5,279.8,188.67825317382812,128.3782531738281,357.8567810058594,0.32147216796875,146
S002,S013,4540.089176325996,327.2103271484375,377.2103271484375,219.5,351.7,157.7103271484375,25.51032714843751,327.2103271484375,0.0,188
S002,S014,7654.536694856435,457.5832214355469,507.5832214355469,219.5,351.0,288.0832214355469,156.58322143554688,456.09967041015625,1.483551025390625,325
S002,S015,7164.449951190659,593.7526245117188,643.7526245117188,219.5,474.5,424.25262451171875,169.25262451171875,593.7526245117188,0.0,314
S003,O01,7263.327717049588,511.80413818359375,561.8041381835938,338.5,127.7,223.30413818359375,434.10413818359376,501.4280090332031,10.376129150390625,338
S003,S001,7658.877073356811,505.94439697265625,555.9443969726562,338.5,184.0,217.44439697265625,371.94439697265625,505.94439697265625,0.0,293
S003,S002,9776.142449755573,571.1314086914062,621.1314086914062,338.5,219.5,282.63140869140625,401.63140869140625,571.1314086914062,0.0,432
S003,S004,8232.130840490894,674.2682495117188,724.2682495117188,338.5,228.3,385.76824951171875,495.96824951171874,673.6632080078125,0.60504150390625,385
S003,S005,6340.379888203723,533.8880615234375,583.8880615234375,338.5,195.0,245.3880615234375,388.8880615234375,525.933837890625,7.9542236328125,272
S003,S006,4801.077753250744,612.3626708984375,662.3626708984375,338.5,314.8,323.8626708984375,347.5626708984375,612.3626708984375,0.0,229
S003,S007,2734.3416585066943,360.6993408203125,410.6993408203125,338.5,348.5,72.1993408203125,62.1993408203125,356.2713623046875,4.427978515625,126
S003,S008,6254.221384474937,746.0787353515625,796.0787353515625,338.5,270.9,457.5787353515625,525.1787353515625,746.0787353515625,0.0,300
S003,S009,8897.670098915381,544.588134765625,594.588134765625,338.5,230.0,256.088134765625,364.588134765625,544.588134765625,0.0,362
S003,S010,11224.453826961782,466.96417236328125,516.9641723632812,338.5,351.6,178.46417236328125,165.36417236328123,466.9641723632813,-5.684341886080802e-14,462
S003,S011,5356.740311307338,485.42230224609375,535.4223022460938,338.5,212.1,196.92230224609375,323.3223022460937,485.42230224609375,0.0,216
S003,S012,11817.060216040349,544.5889282226562,594.5889282226562,338.5,279.8,256.08892822265625,314.78892822265624,544.5889282226562,0.0,463
S003,S013,10557.683640846835,505.94439697265625,555.9443969726562,338.5,351.7,217.44439697265625,204.24439697265626,505.94439697265625,0.0,403
S003,S014,12385.817598077894,542.7295532226562,592.7295532226562,338.5,351.0,254.22955322265625,241.72955322265625,542.7295532226562,0.0,540
S003,S015,2616.443590450246,437.89886474609375,487.89886474609375,338.5,474.5,149.39886474609375,13.39886474609375,437.5785217285156,0.320343017578125,119
S004,O01,7714.729254941889,348.2391662597656,398.2391662597656,228.3,127.7,169.9391662597656,270.53916625976564,348.2391662597656,0.0,276
S004,S001,4927.685077091213,358.7777404785156,408.7777404785156,228.3,184.0,180.4777404785156,224.77774047851562,358.7777404785156,0.0,179
S004,S002,2248.012645138924,283.658203125,333.658203125,228.3,219.5,105.35820312499999,114.158203125,283.658203125,0.0,102
S004,S003,8232.130840490894,674.2682495117188,724.2682495117188,228.3,338.5,495.96824951171874,385.76824951171875,673.6632080078125,0.60504150390625,385
S004,S005,2608.153793720172,315.80657958984375,365.80657958984375,228.3,195.0,137.50657958984374,170.80657958984375,313.630615234375,2.17596435546875,114
S004,S006,8706.053721545493,375.2806396484375,425.2806396484375,228.3,314.8,196.9806396484375,110.48063964843749,375.2806396484375,0.0,391
S004,S007,7096.510647652301,543.2369995117188,593.2369995117188,228.3,348.5,364.93699951171874,244.73699951171875,538.4392700195312,4.7977294921875,338
S004,S008,2611.6177599745943,336.83349609375,386.83349609375,228.3,270.9,158.53349609375,115.93349609375002,336.83349609375,0.0,98
S004,S009,2985.0854623452974,275.2157897949219,325.2157897949219,228.3,230.0,96.91578979492186,95.21578979492188,275.2157897949219,0.0,140
S004,S010,7545.159157620576,432.957275390625,482.957275390625,228.3,351.6,254.657275390625,131.35727539062498,432.957275390625,0.0,348
S004,S011,5403.770194919524,311.138916015625,361.138916015625,228.3,212.1,132.838916015625,149.038916015625,311.138916015625,0.0,230
S004,S012,5285.0863624546255,312.0069580078125,362.0069580078125,228.3,279.8,133.7069580078125,82.20695800781249,312.0069580078125,0.0,247
S004,S013,6196.193949098801,322.2989807128906,372.2989807128906,228.3,351.7,143.9989807128906,20.598980712890636,321.70806884765625,0.590911865234375,289
S004,S014,9293.708159459731,505.3861083984375,555.3861083984375,228.3,351.0,327.0861083984375,204.3861083984375,502.7727966308594,2.613311767578125,426
S004,S015,5648.353523272909,641.2510375976562,691.2510375976562,228.3,474.5,462.95103759765624,216.75103759765625,638.5672607421875,2.68377685546875,267
S005,O01,5280.641689396252,276.410888671875,326.410888671875,195.0,127.7,131.410888671875,198.710888671875,276.410888671875,0.0,181
S005,S001,2928.051014415856,266.13800048828125,316.13800048828125,195.0,184.0,121.13800048828125,132.13800048828125,266.13800048828125,0.0,136
S005,S002,3475.747222123636,356.79864501953125,406.79864501953125,195.0,219.5,211.79864501953125,187.29864501953125,356.79864501953125,0.0,161
S005,S003,6340.379888203723,533.8880615234375,583.8880615234375,195.0,338.5,388.8880615234375,245.3880615234375,525.933837890625,7.9542236328125,272
S005,S004,2608.153793720172,315.80657958984375,365.80657958984375,195.0,228.3,170.80657958984375,137.50657958984374,313.630615234375,2.17596435546875,114
S005,S006,6107.202021573195,366.7322998046875,416.7322998046875,195.0,314.8,221.7322998046875,101.93229980468749,358.161376953125,8.5709228515625,278
S005,S007,4688.041017649563,467.1478271484375,517.1478271484375,195.0,348.5,322.1478271484375,168.6478271484375,457.0865478515625,10.061279296875,225
S005,S008,3040.2024647014164,316.78717041015625,366.78717041015625,195.0,270.9,171.78717041015625,95.88717041015627,315.542236328125,1.24493408203125,141
S005,S009,2649.925492901095,313.5632019042969,363.5632019042969,195.0,230.0,168.56320190429688,133.56320190429688,313.5632019042969,0.0,97
S005,S010,6361.333301166605,416.15325927734375,466.15325927734375,195.0,351.6,271.15325927734375,114.55325927734373,416.15325927734375,0.0,305
S005,S011,2802.737833481962,297.5489196777344,347.5489196777344,195.0,212.1,152.54891967773438,135.44891967773438,297.5489196777344,0.0,117
S005,S012,5622.582675478515,313.5632019042969,363.5632019042969,195.0,279.8,168.56320190429688,83.76320190429686,313.5632019042969,0.0,204
S005,S013,5214.4767698262895,324.4444580078125,374.4444580078125,195.0,351.7,179.4444580078125,22.74445800781251,324.4444580078125,0.0,246
S005,S014,7995.517966730375,552.8875122070312,602.8875122070312,195.0,351.0,407.88751220703125,251.88751220703125,551.9796752929688,0.9078369140625,383
S005,S015,3754.979831135764,568.6133422851562,618.6133422851562,195.0,474.5,423.61334228515625,144.11334228515625,568.6133422851562,0.0,154
S006,O01,3186.250613253772,316.09783935546875,366.09783935546875,314.8,127.7,51.29783935546874,238.39783935546876,316.09783935546875,0.0,116
S006,S001,5296.222882741876,343.9356384277344,393.9356384277344,314.8,184.0,79.13563842773436,209.93563842773438,343.9356384277344,0.0,251
S006,S002,9184.93169340433,344.2987060546875,394.2987060546875,314.8,219.5,79.49870605468749,174.7987060546875,342.2972106933594,2.001495361328125,438
S006,S003,4801.077753250744,612.3626708984375,662.3626708984375,314.8,338.5,347.5626708984375,323.8626708984375,612.3626708984375,0.0,229
S006,S004,8706.053721545493,375.2806396484375,425.2806396484375,314.8,228.3,110.48063964843749,196.9806396484375,375.2806396484375,0.0,391
S006,S005,6107.202021573195,366.7322998046875,416.7322998046875,314.8,195.0,101.93229980468749,221.7322998046875,358.161376953125,8.5709228515625,278
S006,S007,2507.497164539924,540.361328125,590.361328125,314.8,348.5,275.561328125,241.861328125,540.361328125,0.0,104
S006,S008,8061.546644473768,517.8421020507812,567.8421020507812,314.8,270.9,253.04210205078124,296.9421020507813,517.8421020507812,0.0,306
S006,S009,7669.110264680382,341.0712890625,391.0712890625,314.8,230.0,76.27128906249999,161.0712890625,341.0712890625,0.0,368
S006,S010,7921.312690171742,383.2227783203125,433.2227783203125,314.8,351.6,118.42277832031249,81.62277832031248,383.2227783203125,0.0,318
S006,S011,3409.774797330881,350.46759033203125,400.46759033203125,314.8,212.1,85.66759033203124,188.36759033203126,350.46759033203125,0.0,162
S006,S012,9989.80829696646,385.3490295410156,435.3490295410156,314.8,279.8,120.54902954101561,155.5490295410156,381.5818176269531,3.7672119140625,469
S006,S013,7782.722336648401,344.1709289550781,394.1709289550781,314.8,351.7,79.37092895507811,42.470928955078136,344.1709289550781,0.0,343
S006,S014,8596.79764917832,556.662109375,606.662109375,314.8,351.0,291.862109375,255.662109375,556.662109375,0.0,312
S006,S015,4684.564558028156,601.2601318359375,651.2601318359375,314.8,474.5,336.4601318359375,176.7601318359375,601.2601318359375,0.0,177
S007,O01,4534.527995612143,461.9731750488281,511.9731750488281,348.5,127.7,163.47317504882812,384.27317504882814,451.8304748535156,10.1427001953125,213
S007,S001,5187.945163243503,389.17535400390625,439.17535400390625,348.5,184.0,90.67535400390625,255.17535400390625,389.1753540039063,-5.684341886080802e-14,198
S007,S002,8118.349331842345,424.7281799316406,474.7281799316406,348.5,219.5,126.22817993164062,255.22817993164062,424.7281799316406,0.0,385
S007,S003,2734.3416585066943,360.6993408203125,410.6993408203125,348.5,338.5,62.1993408203125,72.1993408203125,356.2713623046875,4.427978515625,126
S007,S004,7096.510647652301,543.2369995117188,593.2369995117188,348.5,228.3,244.73699951171875,364.93699951171874,538.4392700195312,4.7977294921875,338
S007,S005,4688.041017649563,467.1478271484375,517.1478271484375,348.5,195.0,168.6478271484375,322.1478271484375,457.0865478515625,10.061279296875,225
S007,S006,2507.497164539924,540.361328125,590.361328125,348.5,314.8,241.861328125,275.561328125,540.361328125,0.0,104
S007,S008,5911.594113867247,606.739501953125,656.739501953125,348.5,270.9,308.239501953125,385.839501953125,604.4702758789062,2.26922607421875,253
S007,S009,6907.7767857262725,418.3708190917969,468.3708190917969,348.5,230.0,119.87081909179688,238.37081909179688,418.3501281738281,0.02069091796875,315
S007,S010,8600.000377419432,386.94964599609375,436.94964599609375,348.5,351.6,88.44964599609375,85.34964599609373,386.94964599609375,0.0,337
S007,S011,2834.0773209608024,389.17535400390625,439.17535400390625,348.5,212.1,90.67535400390625,227.07535400390626,387.9908752441406,1.184478759765625,109
S007,S012,9663.264747987756,407.66363525390625,457.66363525390625,348.5,279.8,109.16363525390625,177.86363525390624,407.6636352539063,-5.684341886080802e-14,416
S007,S013,8055.032982238054,382.5381164550781,432.5381164550781,348.5,351.7,84.03811645507812,80.83811645507814,382.5381164550781,0.0,290
S007,S014,9684.088094163752,530.8557739257812,580.8557739257812,348.5,351.0,232.35577392578125,229.85577392578125,530.8557739257812,0.0,415
S007,S015,2219.412036324961,452.918212890625,502.918212890625,348.5,474.5,154.418212890625,28.418212890625,452.918212890625,0.0,74
S008,O01,8079.114648723534,322.9093322753906,372.9093322753906,270.9,127.7,102.00933227539065,245.20933227539064,322.9093322753906,0.0,321
S008,S001,5968.2512058128505,316.78717041015625,366.78717041015625,270.9,184.0,95.88717041015627,182.78717041015625,315.542236328125,1.24493408203125,276
S008,S002,4802.378753349625,331.8424987792969,381.8424987792969,270.9,219.5,110.9424987792969,162.34249877929688,331.8424987792969,0.0,199
S008,S003,6254.221384474937,746.0787353515625,796.0787353515625,270.9,338.5,525.1787353515625,457.5787353515625,746.0787353515625,0.0,300
S008,S004,2611.6177599745943,336.83349609375,386.83349609375,270.9,228.3,115.93349609375002,158.53349609375,336.83349609375,0.0,98
S008,S005,3040.2024647014164,316.78717041015625,366.78717041015625,270.9,195.0,95.88717041015627,171.78717041015625,315.542236328125,1.24493408203125,141
S008,S006,8061.546644473768,517.8421020507812,567.8421020507812,270.9,314.8,296.9421020507813,253.04210205078124,517.8421020507812,0.0,306
S008,S007,5911.594113867247,606.739501953125,656.739501953125,270.9,348.5,385.839501953125,308.239501953125,604.4702758789062,2.26922607421875,253
S008,S009,5018.293636326993,338.620361328125,388.620361328125,270.9,230.0,117.72036132812502,158.620361328125,338.620361328125,0.0,237
S008,S010,9292.962514918208,419.0903015136719,469.0903015136719,270.9,351.6,198.1903015136719,117.49030151367185,414.2554931640625,4.834808349609375,445
S008,S011,5327.278388557054,362.91650390625,412.91650390625,270.9,212.1,142.01650390625002,200.81650390625,362.91650390625,0.0,199
S008,S012,7727.817053845233,309.1531982421875,359.1531982421875,270.9,279.8,88.25319824218752,79.35319824218749,309.1531982421875,0.0,344
S008,S013,8054.023584575606,336.37310791015625,386.37310791015625,270.9,351.7,115.47310791015627,34.67310791015626,332.3695678710937,4.003540039062557,386
S008,S014,10974.313686294385,542.4922485351562,592.4922485351562,270.9,351.0,321.5922485351563,241.49224853515625,542.4922485351562,0.0,523
S008,S015,3928.968266339432,660.450927734375,710.450927734375,270.9,474.5,439.550927734375,235.950927734375,659.7728271484375,0.6781005859375,182
S009,O01,5705.148819569393,243.22891235351562,293.2289123535156,230.0,127.7,63.228912353515625,165.52891235351564,243.2289123535156,2.842170943040401e-14,253
S009,S001,2651.1928824887373,243.22891235351562,293.2289123535156,230.0,184.0,63.228912353515625,109.22891235351562,243.2289123535156,2.842170943040401e-14,118
S009,S002,1724.53718543169,278.2866516113281,328.2866516113281,230.0,219.5,98.28665161132812,108.78665161132812,277.5741577148437,0.7124938964844318,71
S009,S003,8897.670098915381,544.588134765625,594.588134765625,230.0,338.5,364.588134765625,256.088134765625,544.588134765625,0.0,362
S009,S004,2985.0854623452974,275.2157897949219,325.2157897949219,230.0,228.3,95.21578979492188,96.91578979492186,275.2157897949219,0.0,140
S009,S005,2649.925492901095,313.5632019042969,363.5632019042969,230.0,195.0,133.56320190429688,168.56320190429688,313.5632019042969,0.0,97
S009,S006,7669.110264680382,341.0712890625,391.0712890625,230.0,314.8,161.0712890625,76.27128906249999,341.0712890625,0.0,368
S009,S007,6907.7767857262725,418.3708190917969,468.3708190917969,230.0,348.5,238.37081909179688,119.87081909179688,418.3501281738281,0.02069091796875,315
S009,S008,5018.293636326993,338.620361328125,388.620361328125,230.0,270.9,158.620361328125,117.72036132812502,338.620361328125,0.0,237
S009,S010,4564.08020056128,432.957275390625,482.957275390625,230.0,351.6,252.957275390625,131.35727539062498,432.957275390625,0.0,209
S009,S011,4325.142193103941,265.66766357421875,315.66766357421875,230.0,212.1,85.66766357421875,103.56766357421876,265.66766357421875,0.0,207
S009,S012,2972.668271273241,310.91961669921875,360.91961669921875,230.0,279.8,130.91961669921875,81.11961669921874,310.91961669921875,0.0,108
S009,S013,3211.1135979186497,322.2989807128906,372.2989807128906,230.0,351.7,142.29898071289062,20.598980712890636,321.70806884765625,0.590911865234375,150
S009,S014,6315.382649948027,502.7727966308594,552.7727966308594,230.0,351.0,322.7727966308594,201.77279663085938,495.81243896484375,6.960357666015625,287
S009,S015,6362.797040509759,532.3267822265625,582.3267822265625,230.0,474.5,352.3267822265625,107.8267822265625,532.3267822265625,0.0,244
S010,O01,4784.474876257699,385.63653564453125,435.63653564453125,351.6,127.7,84.03653564453123,307.93653564453126,385.6365356445313,-5.684341886080802e-14,203
S010,S001,3709.867982766049,381.0796813964844,431.0796813964844,351.6,184.0,79.47968139648435,247.07968139648438,381.0796813964844,0.0,170
S010,S002,5916.973271945042,441.85394287109375,491.85394287109375,351.6,219.5,140.25394287109373,272.35394287109375,441.85394287109375,0.0,247
S010,S003,11224.453826961782,466.96417236328125,516.9641723632812,351.6,338.5,165.36417236328123,178.46417236328125,466.9641723632813,-5.684341886080802e-14,462
S010,S004,7545.159157620576,432.957275390625,482.957275390625,351.6,228.3,131.35727539062498,254.657275390625,432.957275390625,0.0,348
S010,S005,6361.333301166605,416.15325927734375,466.15325927734375,351.6,195.0,114.55325927734373,271.15325927734375,416.15325927734375,0.0,305
S010,S006,7921.312690171742,383.2227783203125,433.2227783203125,351.6,314.8,81.62277832031248,118.42277832031249,383.2227783203125,0.0,318
S010,S007,8600.000377419432,386.94964599609375,436.94964599609375,351.6,348.5,85.34964599609373,88.44964599609375,386.94964599609375,0.0,337
S010,S008,9292.962514918208,419.0903015136719,469.0903015136719,351.6,270.9,117.49030151367185,198.1903015136719,414.2554931640625,4.834808349609375,445
S010,S009,4564.08020056128,432.957275390625,482.957275390625,351.6,230.0,131.35727539062498,252.957275390625,432.957275390625,0.0,209
S010,S011,5873.543964702115,387.0433349609375,437.0433349609375,351.6,212.1,85.44333496093748,224.9433349609375,385.9914245605469,1.051910400390625,247
S010,S012,3950.9409442695655,423.1903076171875,473.1903076171875,351.6,279.8,121.59030761718748,193.3903076171875,423.1903076171875,0.0,152
S010,S013,1378.6540993555586,454.07037353515625,504.07037353515625,351.6,351.7,152.47037353515623,152.37037353515626,454.07037353515625,0.0,60
S010,S014,1753.1630581858972,487.5635681152344,537.5635681152344,351.6,351.0,185.96356811523435,186.56356811523438,487.5635681152344,0.0,79
S010,S015,9196.099796824628,568.3262329101562,618.3262329101562,351.6,474.5,266.7262329101562,143.82623291015625,564.2330322265625,4.09320068359375,410
S011,O01,2808.0980667549748,245.36175537109375,295.36175537109375,212.1,127.7,83.26175537109376,167.66175537109376,243.3490295410156,2.0127258300781534,123
S011,S001,2354.1055732574746,226.38790893554688,276.3879089355469,212.1,184.0,64.28790893554688,92.38790893554688,226.38790893554688,0.0,90
S011,S002,5781.685303669277,311.78533935546875,361.78533935546875,212.1,219.5,149.68533935546876,142.28533935546875,311.78533935546875,0.0,277
S011,S003,5356.740311307338,485.42230224609375,535.4223022460938,212.1,338.5,323.3223022460937,196.92230224609375,485.42230224609375,0.0,216
S011,S004,5403.770194919524,311.138916015625,361.138916015625,212.1,228.3,149.038916015625,132.838916015625,311.138916015625,0.0,230
S011,S005,2802.737833481962,297.5489196777344,347.5489196777344,212.1,195.0,135.44891967773438,152.54891967773438,297.5489196777344,0.0,117
S011,S006,3409.774797330881,350.46759033203125,400.46759033203125,212.1,314.8,188.36759033203126,85.66759033203124,350.46759033203125,0.0,162
S011,S007,2834.0773209608024,389.17535400390625,439.17535400390625,212.1,348.5,227.07535400390626,90.67535400390625,387.9908752441406,1.184478759765625,109
S011,S008,5327.278388557054,362.91650390625,412.91650390625,212.1,270.9,200.81650390625,142.01650390625002,362.91650390625,0.0,199
S011,S009,4325.142193103941,265.66766357421875,315.66766357421875,212.1,230.0,103.56766357421876,85.66766357421875,265.66766357421875,0.0,207
S011,S010,5873.543964702115,387.0433349609375,437.0433349609375,212.1,351.6,224.9433349609375,85.44333496093748,385.9914245605469,1.051910400390625,247
S011,S012,6903.47839503221,370.4505615234375,420.4505615234375,212.1,279.8,208.3505615234375,140.6505615234375,367.3367004394531,3.113861083984375,308
S011,S013,5233.198222404995,328.3608093261719,378.3608093261719,212.1,351.7,166.26080932617188,26.660809326171886,328.3608093261719,0.0,188
S011,S014,7127.694013824508,568.5668334960938,618.5668334960938,212.1,351.0,406.4668334960937,267.56683349609375,564.1454467773438,4.42138671875,325
S011,S015,3461.2566557773766,538.7306518554688,588.7306518554688,212.1,474.5,376.6306518554687,114.23065185546875,538.2222290039062,0.5084228515625,164
S012,O01,7390.448226172106,363.3009948730469,413.3009948730469,279.8,127.7,133.50099487304686,285.6009948730469,362.35931396484375,0.941680908203125,354
S012,S001,4697.642373124702,385.599609375,435.599609375,279.8,184.0,155.799609375,251.599609375,385.599609375,0.0,219
S012,S002,3071.2376714886336,358.1782531738281,408.1782531738281,279.8,219.5,128.3782531738281,188.67825317382812,357.8567810058594,0.32147216796875,146
S012,S003,11817.060216040349,544.5889282226562,594.5889282226562,279.8,338.5,314.78892822265624,256.08892822265625,544.5889282226562,0.0,463
S012,S004,5285.0863624546255,312.0069580078125,362.0069580078125,279.8,228.3,82.20695800781249,133.7069580078125,312.0069580078125,0.0,247
S012,S005,5622.582675478515,313.5632019042969,363.5632019042969,279.8,195.0,83.76320190429686,168.56320190429688,313.5632019042969,0.0,204
S012,S006,9989.80829696646,385.3490295410156,435.3490295410156,279.8,314.8,155.5490295410156,120.54902954101561,381.5818176269531,3.7672119140625,469
S012,S007,9663.264747987756,407.66363525390625,457.66363525390625,279.8,348.5,177.86363525390624,109.16363525390625,407.6636352539063,-5.684341886080802e-14,416
S012,S008,7727.817053845233,309.1531982421875,359.1531982421875,279.8,270.9,79.35319824218749,88.25319824218752,309.1531982421875,0.0,344
S012,S009,2972.668271273241,310.91961669921875,360.91961669921875,279.8,230.0,81.11961669921874,130.91961669921875,310.91961669921875,0.0,108
S012,S010,3950.9409442695655,423.1903076171875,473.1903076171875,279.8,351.6,193.3903076171875,121.59030761718748,423.1903076171875,0.0,152
S012,S011,6903.47839503221,370.4505615234375,420.4505615234375,279.8,212.1,140.6505615234375,208.3505615234375,367.3367004394531,3.113861083984375,308
S012,S013,2855.1768011960803,386.5263671875,436.5263671875,279.8,351.7,156.7263671875,84.82636718750001,386.5263671875,0.0,127
S012,S014,5454.746994166796,481.1858215332031,531.1858215332031,279.8,351.0,251.3858215332031,180.18582153320312,481.1858215332031,0.0,180
S012,S015,9317.63729605908,534.7462158203125,584.7462158203125,279.8,474.5,304.9462158203125,110.2462158203125,534.7462158203125,0.0,345
S013,O01,4849.227041161927,349.18182373046875,399.18182373046875,351.7,127.7,47.48182373046876,271.48182373046876,347.3786926269531,1.803131103515625,228
S013,S001,2898.808210595373,328.3608093261719,378.3608093261719,351.7,184.0,26.660809326171886,194.36080932617188,328.3608093261719,0.0,111
S013,S002,4540.089176325996,327.2103271484375,377.2103271484375,351.7,219.5,25.51032714843751,157.7103271484375,327.2103271484375,0.0,188
S013,S003,10557.683640846835,505.94439697265625,555.9443969726562,351.7,338.5,204.24439697265626,217.44439697265625,505.94439697265625,0.0,403
