service_id,uav_type,mask,box_ids,mass_kg,volume_m3,energy_kwh,time_s,reserve_limit
S001,C,31,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-03']",48.0,0.105,2.2814230167981604,1428.170391878965,0.71482212290023
S001,A,32,['S001-WAT-04'],14.0,0.027,1.2195056111647737,1190.9011452645589,0.7289987530744948
S001,B,32,['S001-WAT-04'],14.0,0.027,1.00695552097072,1089.1015218431576,0.74826111975732
S001,C,32,['S001-WAT-04'],14.0,0.027,1.987632468291034,1164.170391878965,0.7515459414636207
S001,A,33,"['S001-MED-01', 'S001-WAT-04']",17.0,0.039,1.2403043609953324,1250.9011452645589,0.7243768086677039
S001,B,33,"['S001-MED-01', 'S001-WAT-04']",17.0,0.039,1.037168147408455,1149.1015218431576,0.7407079631478862
S001,C,33,"['S001-MED-01', 'S001-WAT-04']",17.0,0.039,2.0030452836210837,1230.170391878965,0.7496193395473645
S001,A,34,"['S001-MED-02', 'S001-WAT-04']",17.0,0.039,1.2403043609953324,1250.9011452645589,0.7243768086677039
S001,B,34,"['S001-MED-02', 'S001-WAT-04']",17.0,0.039,1.037168147408455,1149.1015218431576,0.7407079631478862
S001,C,34,"['S001-MED-02', 'S001-WAT-04']",17.0,0.039,2.0030452836210837,1230.170391878965,0.7496193395473645
S001,A,35,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-04']",20.0,0.051000000000000004,1.2643245572747412,1310.9011452645589,0.7190389872722798
S001,B,35,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-04']",20.0,0.051000000000000004,1.073960767623688,1209.1015218431576,0.7315098080940781
S001,C,35,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-04']",20.0,0.051000000000000004,2.0201825183593534,1296.170391878965,0.7474771852050808
S001,B,36,"['S001-WAT-01', 'S001-WAT-04']",28.0,0.054,1.2203963670264113,1149.1015218431576,0.6949009082433972
S001,C,36,"['S001-WAT-01', 'S001-WAT-04']",28.0,0.054,2.074687768651514,1230.170391878965,0.7406640289185608
S001,C,37,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-04']",31.0,0.066,2.0986910606390814,1296.170391878965,0.7376636174201148
S001,C,38,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-04']",31.0,0.066,2.0986910606390814,1296.170391878965,0.7376636174201148
S001,C,39,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-01', 'S001-WAT-04']",34.0,0.078,2.1248433981096397,1362.170391878965,0.734394575236295
S001,B,40,"['S001-WAT-02', 'S001-WAT-04']",28.0,0.054,1.2203963670264113,1149.1015218431576,0.6949009082433972
S001,C,40,"['S001-WAT-02', 'S001-WAT-04']",28.0,0.054,2.074687768651514,1230.170391878965,0.7406640289185608
S001,C,41,"['S001-MED-01', 'S001-WAT-02', 'S001-WAT-04']",31.0,0.066,2.0986910606390814,1296.170391878965,0.7376636174201148
S001,C,42,"['S001-MED-02', 'S001-WAT-02', 'S001-WAT-04']",31.0,0.066,2.0986910606390814,1296.170391878965,0.7376636174201148
S001,C,43,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04']",34.0,0.078,2.1248433981096397,1362.170391878965,0.734394575236295
S001,C,44,"['S001-WAT-01', 'S001-WAT-02', 'S001-WAT-04']",42.0,0.081,2.20652579876825,1296.170391878965,0.7241842751539688
S001,C,45,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-04']",45.0,0.093,2.24232572258651,1362.170391878965,0.7197092846766863
S001,C,46,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-04']",45.0,0.093,2.24232572258651,1362.170391878965,0.7197092846766863
S001,C,47,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-04']",48.0,0.105,2.2814230167981604,1428.170391878965,0.71482212290023
S001,B,48,"['S001-WAT-03', 'S001-WAT-04']",28.0,0.054,1.2203963670264113,1149.1015218431576,0.6949009082433972
S001,C,48,"['S001-WAT-03', 'S001-WAT-04']",28.0,0.054,2.074687768651514,1230.170391878965,0.7406640289185608
S001,C,49,"['S001-MED-01', 'S001-WAT-03', 'S001-WAT-04']",31.0,0.066,2.0986910606390814,1296.170391878965,0.7376636174201148
S001,C,50,"['S001-MED-02', 'S001-WAT-03', 'S001-WAT-04']",31.0,0.066,2.0986910606390814,1296.170391878965,0.7376636174201148
S001,C,51,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-03', 'S001-WAT-04']",34.0,0.078,2.1248433981096397,1362.170391878965,0.734394575236295
S001,C,52,"['S001-WAT-01', 'S001-WAT-03', 'S001-WAT-04']",42.0,0.081,2.20652579876825,1296.170391878965,0.7241842751539688
S001,C,53,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-03', 'S001-WAT-04']",45.0,0.093,2.24232572258651,1362.170391878965,0.7197092846766863
S001,C,54,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-03', 'S001-WAT-04']",45.0,0.093,2.24232572258651,1362.170391878965,0.7197092846766863
S001,C,55,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-01', 'S001-WAT-03', 'S001-WAT-04']",48.0,0.105,2.2814230167981604,1428.170391878965,0.71482212290023
S001,C,56,"['S001-WAT-02', 'S001-WAT-03', 'S001-WAT-04']",42.0,0.081,2.20652579876825,1296.170391878965,0.7241842751539688
S001,C,57,"['S001-MED-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-04']",45.0,0.093,2.24232572258651,1362.170391878965,0.7197092846766863
S001,C,58,"['S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-04']",45.0,0.093,2.24232572258651,1362.170391878965,0.7197092846766863
S001,C,59,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-04']",48.0,0.105,2.2814230167981604,1428.170391878965,0.71482212290023
S001,C,60,"['S001-WAT-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-04']",56.0,0.108,2.4050019348689013,1362.170391878965,0.6993747581413874
S001,C,61,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-04']",59.0,0.12,2.46013411452641,1428.170391878965,0.6924832356841988
S001,C,62,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-04']",59.0,0.12,2.46013411452641,1428.170391878965,0.6924832356841988
S001,C,63,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-04']",62.0,0.132,2.521154650832634,1494.170391878965,0.6848556686459207
S001,A,64,['S001-WAT-05'],14.0,0.027,1.2195056111647737,1190.9011452645589,0.7289987530744948
S001,B,64,['S001-WAT-05'],14.0,0.027,1.00695552097072,1089.1015218431576,0.74826111975732
S001,C,64,['S001-WAT-05'],14.0,0.027,1.987632468291034,1164.170391878965,0.7515459414636207
S001,A,65,"['S001-MED-01', 'S001-WAT-05']",17.0,0.039,1.2403043609953324,1250.9011452645589,0.7243768086677039
S001,B,65,"['S001-MED-01', 'S001-WAT-05']",17.0,0.039,1.037168147408455,1149.1015218431576,0.7407079631478862
S001,C,65,"['S001-MED-01', 'S001-WAT-05']",17.0,0.039,2.0030452836210837,1230.170391878965,0.7496193395473645
S001,A,66,"['S001-MED-02', 'S001-WAT-05']",17.0,0.039,1.2403043609953324,1250.9011452645589,0.7243768086677039
S001,B,66,"['S001-MED-02', 'S001-WAT-05']",17.0,0.039,1.037168147408455,1149.1015218431576,0.7407079631478862
S001,C,66,"['S001-MED-02', 'S001-WAT-05']",17.0,0.039,2.0030452836210837,1230.170391878965,0.7496193395473645
S001,A,67,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-05']",20.0,0.051000000000000004,1.2643245572747412,1310.9011452645589,0.7190389872722798
S001,B,67,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-05']",20.0,0.051000000000000004,1.073960767623688,1209.1015218431576,0.7315098080940781
S001,C,67,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-05']",20.0,0.051000000000000004,2.0201825183593534,1296.170391878965,0.7474771852050808
S001,B,68,"['S001-WAT-01', 'S001-WAT-05']",28.0,0.054,1.2203963670264113,1149.1015218431576,0.6949009082433972
S001,C,68,"['S001-WAT-01', 'S001-WAT-05']",28.0,0.054,2.074687768651514,1230.170391878965,0.7406640289185608
S001,C,69,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-05']",31.0,0.066,2.0986910606390814,1296.170391878965,0.7376636174201148
S001,C,70,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-05']",31.0,0.066,2.0986910606390814,1296.170391878965,0.7376636174201148
S001,C,71,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-01', 'S001-WAT-05']",34.0,0.078,2.1248433981096397,1362.170391878965,0.734394575236295
S001,B,72,"['S001-WAT-02', 'S001-WAT-05']",28.0,0.054,1.2203963670264113,1149.1015218431576,0.6949009082433972
S001,C,72,"['S001-WAT-02', 'S001-WAT-05']",28.0,0.054,2.074687768651514,1230.170391878965,0.7406640289185608
S001,C,73,"['S001-MED-01', 'S001-WAT-02', 'S001-WAT-05']",31.0,0.066,2.0986910606390814,1296.170391878965,0.7376636174201148
S001,C,74,"['S001-MED-02', 'S001-WAT-02', 'S001-WAT-05']",31.0,0.066,2.0986910606390814,1296.170391878965,0.7376636174201148
S001,C,75,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-05']",34.0,0.078,2.1248433981096397,1362.170391878965,0.734394575236295
S001,C,76,"['S001-WAT-01', 'S001-WAT-02', 'S001-WAT-05']",42.0,0.081,2.20652579876825,1296.170391878965,0.7241842751539688
S001,C,77,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-05']",45.0,0.093,2.24232572258651,1362.170391878965,0.7197092846766863
S001,C,78,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-05']",45.0,0.093,2.24232572258651,1362.170391878965,0.7197092846766863
S001,C,79,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-05']",48.0,0.105,2.2814230167981604,1428.170391878965,0.71482212290023
S001,B,80,"['S001-WAT-03', 'S001-WAT-05']",28.0,0.054,1.2203963670264113,1149.1015218431576,0.6949009082433972
S001,C,80,"['S001-WAT-03', 'S001-WAT-05']",28.0,0.054,2.074687768651514,1230.170391878965,0.7406640289185608
S001,C,81,"['S001-MED-01', 'S001-WAT-03', 'S001-WAT-05']",31.0,0.066,2.0986910606390814,1296.170391878965,0.7376636174201148
S001,C,82,"['S001-MED-02', 'S001-WAT-03', 'S001-WAT-05']",31.0,0.066,2.0986910606390814,1296.170391878965,0.7376636174201148
S001,C,83,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-03', 'S001-WAT-05']",34.0,0.078,2.1248433981096397,1362.170391878965,0.734394575236295
S001,C,84,"['S001-WAT-01', 'S001-WAT-03', 'S001-WAT-05']",42.0,0.081,2.20652579876825,1296.170391878965,0.7241842751539688
S001,C,85,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-03', 'S001-WAT-05']",45.0,0.093,2.24232572258651,1362.170391878965,0.7197092846766863
S001,C,86,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-03', 'S001-WAT-05']",45.0,0.093,2.24232572258651,1362.170391878965,0.7197092846766863
S001,C,87,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-01', 'S001-WAT-03', 'S001-WAT-05']",48.0,0.105,2.2814230167981604,1428.170391878965,0.71482212290023
S001,C,88,"['S001-WAT-02', 'S001-WAT-03', 'S001-WAT-05']",42.0,0.081,2.20652579876825,1296.170391878965,0.7241842751539688
S001,C,89,"['S001-MED-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-05']",45.0,0.093,2.24232572258651,1362.170391878965,0.7197092846766863
S001,C,90,"['S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-05']",45.0,0.093,2.24232572258651,1362.170391878965,0.7197092846766863
S001,C,91,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-05']",48.0,0.105,2.2814230167981604,1428.170391878965,0.71482212290023
S001,C,92,"['S001-WAT-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-05']",56.0,0.108,2.4050019348689013,1362.170391878965,0.6993747581413874
S001,C,93,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-05']",59.0,0.12,2.46013411452641,1428.170391878965,0.6924832356841988
S001,C,94,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-05']",59.0,0.12,2.46013411452641,1428.170391878965,0.6924832356841988
S001,C,95,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-05']",62.0,0.132,2.521154650832634,1494.170391878965,0.6848556686459207
S001,B,96,"['S001-WAT-04', 'S001-WAT-05']",28.0,0.054,1.2203963670264113,1149.1015218431576,0.6949009082433972
S001,C,96,"['S001-WAT-04', 'S001-WAT-05']",28.0,0.054,2.074687768651514,1230.170391878965,0.7406640289185608
S001,C,97,"['S001-MED-01', 'S001-WAT-04', 'S001-WAT-05']",31.0,0.066,2.0986910606390814,1296.170391878965,0.7376636174201148
S001,C,98,"['S001-MED-02', 'S001-WAT-04', 'S001-WAT-05']",31.0,0.066,2.0986910606390814,1296.170391878965,0.7376636174201148
S001,C,99,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-04', 'S001-WAT-05']",34.0,0.078,2.1248433981096397,1362.170391878965,0.734394575236295
S001,C,100,"['S001-WAT-01', 'S001-WAT-04', 'S001-WAT-05']",42.0,0.081,2.20652579876825,1296.170391878965,0.7241842751539688
S001,C,101,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-04', 'S001-WAT-05']",45.0,0.093,2.24232572258651,1362.170391878965,0.7197092846766863
S001,C,102,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-04', 'S001-WAT-05']",45.0,0.093,2.24232572258651,1362.170391878965,0.7197092846766863
S001,C,103,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-01', 'S001-WAT-04', 'S001-WAT-05']",48.0,0.105,2.2814230167981604,1428.170391878965,0.71482212290023
S001,C,104,"['S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05']",42.0,0.081,2.20652579876825,1296.170391878965,0.7241842751539688
S001,C,105,"['S001-MED-01', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05']",45.0,0.093,2.24232572258651,1362.170391878965,0.7197092846766863
S001,C,106,"['S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05']",45.0,0.093,2.24232572258651,1362.170391878965,0.7197092846766863
S001,C,107,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05']",48.0,0.105,2.2814230167981604,1428.170391878965,0.71482212290023
S001,C,108,"['S001-WAT-01', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05']",56.0,0.108,2.4050019348689013,1362.170391878965,0.6993747581413874
S001,C,109,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05']",59.0,0.12,2.46013411452641,1428.170391878965,0.6924832356841988
S001,C,110,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05']",59.0,0.12,2.46013411452641,1428.170391878965,0.6924832356841988
S001,C,111,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05']",62.0,0.132,2.521154650832634,1494.170391878965,0.6848556686459207
S001,C,112,"['S001-WAT-03', 'S001-WAT-04', 'S001-WAT-05']",42.0,0.081,2.20652579876825,1296.170391878965,0.7241842751539688
S001,C,113,"['S001-MED-01', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-05']",45.0,0.093,2.24232572258651,1362.170391878965,0.7197092846766863
S001,C,114,"['S001-MED-02', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-05']",45.0,0.093,2.24232572258651,1362.170391878965,0.7197092846766863
S001,C,115,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-05']",48.0,0.105,2.2814230167981604,1428.170391878965,0.71482212290023
S001,C,116,"['S001-WAT-01', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-05']",56.0,0.108,2.4050019348689013,1362.170391878965,0.6993747581413874
S001,C,117,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-05']",59.0,0.12,2.46013411452641,1428.170391878965,0.6924832356841988
S001,C,118,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-05']",59.0,0.12,2.46013411452641,1428.170391878965,0.6924832356841988
S001,C,119,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-01', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-05']",62.0,0.132,2.521154650832634,1494.170391878965,0.6848556686459207
S001,C,120,"['S001-WAT-02', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-05']",56.0,0.108,2.4050019348689013,1362.170391878965,0.6993747581413874
S001,C,121,"['S001-MED-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-05']",59.0,0.12,2.46013411452641,1428.170391878965,0.6924832356841988
S001,C,122,"['S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-05']",59.0,0.12,2.46013411452641,1428.170391878965,0.6924832356841988
S001,C,123,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-05']",62.0,0.132,2.521154650832634,1494.170391878965,0.6848556686459207
S001,C,124,"['S001-WAT-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-05']",70.0,0.135,2.720366632699651,1428.170391878965,0.6599541709125436
S001,C,125,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-05']",73.0,0.147,2.8126801619396953,1494.170391878965,0.648414979757538
S001,C,126,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-05']",73.0,0.147,2.8126801619396953,1494.170391878965,0.648414979757538
S001,C,127,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-05']",76.0,0.159,2.917555936277246,1560.170391878965,0.6353055079653442
S001,A,128,['S001-WAT-06'],14.0,0.027,1.2195056111647737,1190.9011452645589,0.7289987530744948
S001,B,128,['S001-WAT-06'],14.0,0.027,1.00695552097072,1089.1015218431576,0.74826111975732
S001,C,128,['S001-WAT-06'],14.0,0.027,1.987632468291034,1164.170391878965,0.7515459414636207
S001,A,129,"['S001-MED-01', 'S001-WAT-06']",17.0,0.039,1.2403043609953324,1250.9011452645589,0.7243768086677039
S001,B,129,"['S001-MED-01', 'S001-WAT-06']",17.0,0.039,1.037168147408455,1149.1015218431576,0.7407079631478862
