box_id,sortie_id,service_id,delivery_time_s,expected_deadline_s,first_deadline_s,hard_deadline_s,hard_deadline_ok,normalized_delivery_time,tag,group_id
S003-MED-01,M010,S003,5375.229206317371,7200.0,7200.0,7200.0,True,0.7465596119885237,P01,G2
S003-FOD-01,M010,S003,5375.229206317371,10800.0,,,True,0.49770640799234916,P01,G2
S004-WAT-01,M011,S004,4346.3541699356165,7200.0,7200.0,7200.0,True,0.6036603013799468,P01,G3
S004-MED-01,M011,S004,4346.3541699356165,7200.0,7200.0,7200.0,True,0.6036603013799468,P01,G3
S015-MED-01,M012,S015,6407.881519520642,7200.0,7200.0,7200.0,True,0.8899835443778669,P01,G1
S015-WAT-01,M012,S015,6407.881519520642,10800.0,10800.0,10800.0,True,0.593322362918578,P01,G1
S015-FOD-01,M012,S015,6407.881519520642,14400.0,,,True,0.44499177218893343,P01,G1
S009-WAT-01,M013,S009,6371.502055441586,10800.0,10800.0,10800.0,True,0.5899538940223691,P01,G1
S009-MED-01,M013,S009,6371.502055441586,10800.0,10800.0,10800.0,True,0.5899538940223691,P01,G1
S005-MED-01,M014,S005,7140.762359397483,10800.0,10800.0,10800.0,True,0.6611816999442114,P01,G2
S005-WAT-01,M014,S005,7140.762359397483,10800.0,10800.0,10800.0,True,0.6611816999442114,P01,G2
S011-WAT-01,M015,S011,891.7241272263259,10800.0,10800.0,10800.0,True,0.0825670488172524,P01,G1
S011-MED-01,M015,S011,891.7241272263259,10800.0,10800.0,10800.0,True,0.0825670488172524,P01,G1
S001-WAT-06,M016,S001,1182.2701959394822,3600.0,,,True,0.32840838776096726,P01,G1
S001-WAT-04,M016,S001,1182.2701959394822,3600.0,,,True,0.32840838776096726,P01,G1
S001-WAT-05,M016,S001,1182.2701959394822,3600.0,,,True,0.32840838776096726,P01,G1
S001-FOD-03,M016,S001,1182.2701959394822,7200.0,,,True,0.16420419388048363,P01,G1
S001-WAT-02,M016,S001,1182.2701959394822,3600.0,,,True,0.32840838776096726,P01,G1
S001-WAT-03,M016,S001,1182.2701959394822,3600.0,,,True,0.32840838776096726,P01,G1
S002-FOD-01,M017,S002,4118.007352199782,7200.0,,,True,0.5719454655833031,P01,G2
S002-FOD-02,M017,S002,4118.007352199782,7200.0,,,True,0.5719454655833031,P01,G2
S002-WAT-03,M017,S002,4118.007352199782,3600.0,,,True,1.1438909311666061,P01,G2
S002-HYG-01,M017,S002,4118.007352199782,10800.0,,,True,0.3812969770555354,P01,G2
S002-WAT-02,M017,S002,4118.007352199782,3600.0,,,True,1.1438909311666061,P01,G2
S002-WAT-04,M017,S002,4118.007352199782,3600.0,,,True,1.1438909311666061,P01,G2
S001-WAT-08,M018,S001,2610.4405888184474,3600.0,,,True,0.725122385782902,P01,G1
S001-FOD-01,M018,S001,2610.4405888184474,7200.0,,,True,0.362561192891451,P01,G1
S001-HYG-01,M018,S001,2610.4405888184474,10800.0,,,True,0.241707461927634,P01,G1
S001-FOD-02,M018,S001,2610.4405888184474,7200.0,,,True,0.362561192891451,P01,G1
S001-WAT-07,M018,S001,2610.4405888184474,3600.0,,,True,0.725122385782902,P01,G1
S003-WAT-02,M019,S003,6308.680418452325,7200.0,,,True,0.876205613673934,P01,G2
S003-WAT-03,M019,S003,6308.680418452325,7200.0,,,True,0.876205613673934,P01,G2
S003-WAT-04,M019,S003,6308.680418452325,7200.0,,,True,0.876205613673934,P01,G2
S003-FOD-02,M019,S003,6308.680418452325,10800.0,,,True,0.5841370757826227,P01,G2
S003-HYG-01,M019,S003,6308.680418452325,14400.0,,,True,0.438102806836967,P01,G2
S007-WAT-02,M020,S007,3767.6742299010893,3600.0,,,True,1.0465761749725249,P01,G2
S007-FOD-01,M020,S007,3767.6742299010893,7200.0,,,True,0.5232880874862624,P01,G2
S004-WAT-02,M021,S004,8573.92015922775,7200.0,,,True,1.1908222443371874,P01,G3
S004-FOD-01,M021,S004,8573.92015922775,10800.0,,,True,0.7938814962247916,P01,G3
S004-HYG-01,M021,S004,8573.92015922775,14400.0,,,True,0.5954111221685937,P01,G3
S004-WAT-03,M021,S004,8573.92015922775,7200.0,,,True,1.1908222443371874,P01,G3
S005-WAT-02,M022,S005,10602.523737190115,10800.0,,,True,0.9817151608509366,P01,G2
S005-WAT-03,M022,S005,10602.523737190115,10800.0,,,True,0.9817151608509366,P01,G2
S005-FOD-01,M022,S005,10602.523737190115,14400.0,,,True,0.7362863706382025,P01,G2
S005-HYG-01,M022,S005,10602.523737190115,18000.0,,,True,0.5890290965105619,P01,G2
S010-FOD-01,M023,S010,9046.679280867731,7200.0,,,True,1.2564832334538516,P01,G3
S012-FOD-01,M024,S012,9239.95347391479,7200.0,,,True,1.283326871377054,P01,G3
S007-HYG-01,M025,S007,3737.674229901089,10800.0,,,True,0.34608094721306376,P01,G2
S001-HYG-02,M026,S001,10314.505160679146,10800.0,,,True,0.9550467741369579,P01,G1
S009-FOD-01,M027,S009,11576.743712964593,14400.0,,,True,0.8039405356225412,P01,G1
S011-FOD-01,M028,S011,10675.62267968089,14400.0,,,True,0.7413626860889506,P01,G1
