atomic_task_id,parent_gap_id,transport_sortie_id,service_start_s,service_end_s,relay_sortie_id,relay_id,site_id,topology,provider_count,min_access_margin_db,backhaul_margin_db,min_twohop_margin_db,source_relay_id,group_id
F13_M007_G02,F13_M007_G02,M007,5430.55625,5461.24375,F13_C2_SITE_B6500_RELAY_00_Q3_R003,G1-RUAV-01,E52_189eb019491ad876aa165071,TRANSPORT_RELAY_G01,1,6.062004867839818,3.8094716871601975,3.8094716871601975,R01,G1
F13_M008_G00,F13_M008_G00,M008,5317.4375,5342.78125,F13_C2_SITE_B6500_RELAY_00_Q3_R003,G1-RUAV-01,E52_189eb019491ad876aa165071,TRANSPORT_RELAY_G01,1,6.054245942866345,3.8094716871601975,3.8094716871601975,R01,G1
F13_M008_G01,F13_M008_G01,M008,5350.28125,5761.625,F13_C2_SITE_B6500_RELAY_00_Q3_R003,G1-RUAV-01,E52_189eb019491ad876aa165071,TRANSPORT_RELAY_G01,1,4.7107574847429134,3.8094716871601975,3.8094716871601975,R01,G1
F13_M008_G02,F13_M008_G02,M008,5769.15625,5794.5,F13_C2_SITE_B6500_RELAY_00_Q3_R003,G1-RUAV-01,E52_189eb019491ad876aa165071,TRANSPORT_RELAY_G01,1,6.054440843763871,3.8094716871601975,3.8094716871601975,R01,G1
F13_M013_G00,F13_M013_G00,M013,3089.1625,3518.85,F13_C2_SITE_B6500_RELAY_00_Q3_R003,G1-RUAV-01,E52_189eb019491ad876aa165071,TRANSPORT_RELAY_G01,1,14.62560917721207,3.8094716871601975,3.8094716871601975,R01,G1
F13_M015_G00,F13_M015_G00,M015,3772.75,4296.65625,F13_C2_SITE_B6500_RELAY_00_Q3_R003,G1-RUAV-01,E52_189eb019491ad876aa165071,TRANSPORT_RELAY_G01,1,0.6683873012807737,3.8094716871601975,0.6683873012807737,R01,G1
F13_M020_G00,F13_M020_G00,M020,4497.887500000001,5752.481250000001,F13_C2_SITE_B6500_RELAY_00_Q3_R003,G1-RUAV-01,E52_189eb019491ad876aa165071,TRANSPORT_RELAY_G01,1,4.910998135102375,3.8094716871601975,3.8094716871601975,R01,G1
F13_M021_G00,F13_M021_G00,M021,4098.86875,4171.36875,F13_C2_SITE_B6500_RELAY_00_Q3_R003,G1-RUAV-01,E52_189eb019491ad876aa165071,TRANSPORT_RELAY_G01,1,6.051800047022198,3.8094716871601975,3.8094716871601975,R01,G1
F13_M021_G01,F13_M021_G01,M021,4212.36875,4601.24375,F13_C2_SITE_B6500_RELAY_00_Q3_R003,G1-RUAV-01,E52_189eb019491ad876aa165071,TRANSPORT_RELAY_G01,1,4.7107574847429134,3.8094716871601975,3.8094716871601975,R01,G1
F13_M021_G02,F13_M021_G02,M021,4611.65,4642.30625,F13_C2_SITE_B6500_RELAY_00_Q3_R003,G1-RUAV-01,E52_189eb019491ad876aa165071,TRANSPORT_RELAY_G01,1,6.062279705392697,3.8094716871601975,3.8094716871601975,R01,G1
F13_M022_G00,F13_M022_G00,M022,3089.1625,4049.69375,F13_C2_SITE_B6500_RELAY_00_Q3_R003,G1-RUAV-01,E52_189eb019491ad876aa165071,TRANSPORT_RELAY_G01,1,9.695128280784644,3.8094716871601975,3.8094716871601975,R01,G1
F13_M023_G00,F13_M023_G00,M023,3089.19375,3678.9125,F13_C2_SITE_B6500_RELAY_00_Q3_R003,G1-RUAV-01,E52_189eb019491ad876aa165071,TRANSPORT_RELAY_G01,1,9.695128280784644,3.8094716871601975,3.8094716871601975,R01,G1
F13_M024_G00,F13_M024_G00,M024,5121.19375,5710.9125,F13_C2_SITE_B6500_RELAY_00_Q3_R003,G1-RUAV-01,E52_189eb019491ad876aa165071,TRANSPORT_RELAY_G01,1,9.695128280784644,3.8094716871601975,3.8094716871601975,R01,G1
