run,method,seed,pid,origin,source,cpu_ready_s,J_late,J_norm,makespan,energy,sorties
POOL_250901,POOL,250901,P0012,PATTERN_JOINT_MILP,,170.222185779,0.0,0.5465500060142862,8556.99744576533,93.69457405368111,36
POOL_250901,POOL,250901,P0013,PATTERN_JOINT_MILP,,178.535743136,597537.6470706719,0.7883950262613052,11078.985134713,116.41511850914199,42
POOL_250902,POOL,250902,P0001,COMMON_RAW_DATA_B0,,0.754469189,65501.00549024007,0.5125647900904743,10570.82377657593,85.66393821918167,32
POOL_250902,POOL,250902,P0002,PATTERN_JOINT_MILP,,14.234922502,0.0,0.47707963680988624,6396.934739044012,67.3896197830287,25
POOL_250902,POOL,250902,P0003,PATTERN_JOINT_MILP,,18.440201328,0.0,0.49148245937317864,6893.4894208244805,66.19169301226313,24
POOL_250902,POOL,250902,P0004,PATTERN_JOINT_MILP,,25.052769738,0.0,0.5768795849866535,9018.939151253757,60.427271642314416,20
POOL_250902,POOL,250902,P0005,PATTERN_JOINT_MILP,,48.203392773,106814.73733179865,0.5537398039194754,9352.865338845098,68.22231154478867,25
POOL_250902,POOL,250902,P0006,PATTERN_JOINT_MILP,,58.056609975,0.0,0.47707963680988624,6396.934739044012,67.3896197830287,25
POOL_250902,POOL,250902,P0007,PATTERN_JOINT_MILP,,62.332084347,0.0,0.49148245937317864,6893.4894208244805,66.19169301226313,24
POOL_250902,POOL,250902,P0008,PATTERN_JOINT_MILP,,68.943262603,0.0,0.5768795849866535,9018.939151253757,60.427271642314416,20
POOL_250902,POOL,250902,P0009,PATTERN_JOINT_MILP,,91.849996709,106814.73733179865,0.5537398039194754,9352.865338845098,68.22231154478867,25
POOL_250902,POOL,250902,P0010,PATTERN_JOINT_MILP,,101.747195321,0.0,0.47707963680988624,6396.934739044012,67.3896197830287,25
POOL_250902,POOL,250902,P0011,PATTERN_JOINT_MILP,,106.256076101,0.0,0.49148245937317864,6893.4894208244805,66.19169301226313,24
POOL_250902,POOL,250902,P0012,PATTERN_JOINT_MILP,,113.007378108,0.0,0.5768795849866535,9018.939151253757,60.427271642314416,20
POOL_250902,POOL,250902,P0013,PATTERN_JOINT_MILP,,135.046906278,106814.73733179865,0.5537398039194754,9352.865338845098,68.22231154478867,25
POOL_250902,POOL,250902,P0014,PATTERN_JOINT_MILP,,144.7508236,0.0,0.47707963680988624,6396.934739044012,67.3896197830287,25
POOL_250902,POOL,250902,P0015,PATTERN_JOINT_MILP,,149.02778988,0.0,0.49148245937317864,6893.4894208244805,66.19169301226313,24
POOL_250902,POOL,250902,P0016,PATTERN_JOINT_MILP,,155.394515299,0.0,0.5768795849866535,9018.939151253757,60.427271642314416,20
POOL_250902,POOL,250902,P0017,PATTERN_JOINT_MILP,,177.266415542,106814.73733179865,0.5537398039194754,9352.865338845098,68.22231154478867,25
POOL_250903,POOL,250903,P0001,COMMON_RAW_DATA_B0,,0.775220054,65501.00549024007,0.5125647900904743,10570.82377657593,85.66393821918167,32
POOL_250903,POOL,250903,P0002,PATTERN_JOINT_MILP,,15.620955153,0.0,0.4802720365807899,6454.839614277953,67.3896197830287,25
POOL_250903,POOL,250903,P0003,PATTERN_JOINT_MILP,,19.712238333,0.0,0.46975238573617184,6953.4894208244805,66.19169301226313,24
POOL_250903,POOL,250903,P0004,PATTERN_JOINT_MILP,,40.682184179,0.0,0.5768892959249035,9233.602062284395,99.92017108073016,37
POOL_250903,POOL,250903,P0005,PATTERN_JOINT_MILP,,66.916454064,383546.8902006064,0.6457104099811147,9247.578400140916,86.68030598865907,31
POOL_250903,POOL,250903,P0006,PATTERN_JOINT_MILP,,77.855189454,0.0,0.4802720365807899,6454.839614277953,67.3896197830287,25
POOL_250903,POOL,250903,P0007,PATTERN_JOINT_MILP,,81.907965346,0.0,0.46975238573617184,6953.4894208244805,66.19169301226313,24
POOL_250903,POOL,250903,P0008,PATTERN_JOINT_MILP,,102.300154196,0.0,0.5768892959249035,9233.602062284395,99.92017108073016,37
POOL_250903,POOL,250903,P0009,PATTERN_JOINT_MILP,,126.94505525,383546.8902006064,0.6457104099811147,9247.578400140916,86.68030598865907,31
POOL_250903,POOL,250903,P0010,PATTERN_JOINT_MILP,,137.947221613,0.0,0.4802720365807899,6454.839614277953,67.3896197830287,25
POOL_250903,POOL,250903,P0011,PATTERN_JOINT_MILP,,142.015120902,0.0,0.46975238573617184,6953.4894208244805,66.19169301226313,24
POOL_250903,POOL,250903,P0012,PATTERN_JOINT_MILP,,161.462316587,0.0,0.5768892959249035,9233.602062284395,99.92017108073016,37
POOL_250904,POOL,250904,P0001,COMMON_RAW_DATA_B0,,0.729659388,65501.00549024007,0.5125647900904743,10570.82377657593,85.66393821918167,32
POOL_250904,POOL,250904,P0002,PATTERN_JOINT_MILP,,19.97839129,0.0,0.4882194917369331,6396.9347390440125,66.69228315175634,26
POOL_250904,POOL,250904,P0003,PATTERN_JOINT_MILP,,24.289976195,0.0,0.5076931524783835,6958.460379819456,65.89211106203612,24
POOL_250904,POOL,250904,P0004,PATTERN_JOINT_MILP,,41.775805124,0.0,0.5610113298957229,8959.906769278077,94.45997932155795,37
POOL_250904,POOL,250904,P0005,PATTERN_JOINT_MILP,,65.129714783,399151.25000464637,0.687059351791944,10432.394615175559,97.17662685590649,37
POOL_250904,POOL,250904,P0006,PATTERN_JOINT_MILP,,80.556540089,0.0,0.4882194917369331,6396.9347390440125,66.69228315175634,26
POOL_250904,POOL,250904,P0007,PATTERN_JOINT_MILP,,84.941054601,0.0,0.5076931524783835,6958.460379819456,65.89211106203612,24
POOL_250904,POOL,250904,P0008,PATTERN_JOINT_MILP,,103.033483623,0.0,0.5610113298957229,8959.906769278077,94.45997932155795,37
POOL_250904,POOL,250904,P0009,PATTERN_JOINT_MILP,,124.972920156,399151.25000464637,0.687059351791944,10432.394615175559,97.17662685590649,37
POOL_250904,POOL,250904,P0010,PATTERN_JOINT_MILP,,138.24699023,0.0,0.4882194917369331,6396.9347390440125,66.69228315175634,26
POOL_250904,POOL,250904,P0011,PATTERN_JOINT_MILP,,142.616645351,0.0,0.5076931524783835,6958.460379819456,65.89211106203612,24
POOL_250904,POOL,250904,P0012,PATTERN_JOINT_MILP,,159.476939693,0.0,0.5610113298957229,8959.906769278077,94.45997932155795,37
POOL_250905,POOL,250905,P0001,COMMON_RAW_DATA_B0,,0.735616415,65501.00549024007,0.5125647900904743,10570.82377657593,85.66393821918167,32
POOL_250905,POOL,250905,P0002,PATTERN_JOINT_MILP,,17.776111144,0.0,0.4696216925239111,6454.839614277953,67.3896197830287,25
POOL_250905,POOL,250905,P0003,PATTERN_JOINT_MILP,,21.973202593,0.0,0.49965359708683327,6893.4894208244805,66.19169301226313,24
POOL_250905,POOL,250905,P0004,PATTERN_JOINT_MILP,,43.138934708,0.0,0.5920896030098728,9066.689422779444,97.60923777333414,36
POOL_250905,POOL,250905,P0005,PATTERN_JOINT_MILP,,69.296469888,161306.33064081066,0.6095717912500581,10500.223196310551,101.84768382976152,36
POOL_250905,POOL,250905,P0006,PATTERN_JOINT_MILP,,84.735813067,0.0,0.4696216925239111,6454.839614277953,67.3896197830287,25
POOL_250905,POOL,250905,P0007,PATTERN_JOINT_MILP,,89.084253443,0.0,0.49965359708683327,6893.4894208244805,66.19169301226313,24
POOL_250905,POOL,250905,P0008,PATTERN_JOINT_MILP,,110.824134299,0.0,0.5920896030098728,9066.689422779444,97.60923777333414,36
POOL_250905,POOL,250905,P0009,PATTERN_JOINT_MILP,,135.502657979,161306.33064081066,0.6095717912500581,10500.223196310551,101.84768382976152,36
POOL_250905,POOL,250905,P0010,PATTERN_JOINT_MILP,,151.24051532,0.0,0.4696216925239111,6454.839614277953,67.3896197830287,25
POOL_250905,POOL,250905,P0011,PATTERN_JOINT_MILP,,155.530816694,0.0,0.49965359708683327,6893.4894208244805,66.19169301226313,24
POOL_250905,POOL,250905,P0012,PATTERN_JOINT_MILP,,175.755440742,0.0,0.5920896030098728,9066.689422779444,97.60923777333414,36
POOL_CHALLENGE_250901,POOL_CHALLENGE,250901,P0001,COMMON_RAW_DATA_B0,,0.952431273,65501.00549024007,0.5125647900904743,10570.82377657593,85.66393821918167,32
POOL_CHALLENGE_250901,POOL_CHALLENGE,250901,P0002,PATTERN_JOINT_MILP,,18.206020305,0.0,0.5191734977048936,6454.839614277953,67.3896197830287,25
POOL_CHALLENGE_250901,POOL_CHALLENGE,250901,P0003,PATTERN_JOINT_MILP,,22.649645199,0.0,0.4942170197632067,6893.4894208244805,66.19169301226313,24
POOL_CHALLENGE_250901,POOL_CHALLENGE,250901,P0004,PATTERN_JOINT_MILP,,44.153336572,0.0,0.5465500060142862,8556.99744576533,93.69457405368111,36
POOL_CHALLENGE_250901,POOL_CHALLENGE,250901,P0005,PATTERN_JOINT_MILP,,68.750372928,597537.6470706719,0.7883950262613052,11078.985134713,116.41511850914199,42
POOL_CHALLENGE_250901,POOL_CHALLENGE,250901,P0006,PATTERN_JOINT_MILP,,81.933676613,0.0,0.519357401834884,6454.839614277953,67.3896197830287,25
POOL_CHALLENGE_250901,POOL_CHALLENGE,250901,P0007,PATTERN_JOINT_MILP,,86.51204876,0.0,0.4942170197632067,6893.4894208244805,66.19169301226313,24
POOL_CHALLENGE_250901,POOL_CHALLENGE,250901,P0008,PATTERN_JOINT_MILP,,107.935044826,0.0,0.5465500060142862,8556.99744576533,93.69457405368111,36
POOL_CHALLENGE_250901,POOL_CHALLENGE,250901,P0009,ACTIVE_DOMINANCE_MILP,P0003,120.978357917,0.0,0.4769360032887394,6893.489390824465,66.19169301226313,24
POOL_CHALLENGE_250901,POOL_CHALLENGE,250901,P0010,ACTIVE_DOMINANCE_MILP,P0009,136.286985177,0.0,0.4747783554573766,6893.489390824474,66.19169301226313,24
POOL_CHALLENGE_250901,POOL_CHALLENGE,250901,P0011,ACTIVE_DOMINANCE_MILP,P0002,164.808590468,0.0,0.46163464522714137,6396.934709044004,67.3896197830287,25
POOL_CHALLENGE_250902,POOL_CHALLENGE,250902,P0001,COMMON_RAW_DATA_B0,,0.756330985,65501.00549024007,0.5125647900904743,10570.82377657593,85.66393821918167,32
POOL_CHALLENGE_250902,POOL_CHALLENGE,250902,P0002,PATTERN_JOINT_MILP,,14.417217224,0.0,0.47707963680988624,6396.934739044012,67.3896197830287,25
POOL_CHALLENGE_250902,POOL_CHALLENGE,250902,P0003,PATTERN_JOINT_MILP,,18.700039255,0.0,0.49148245937317864,6893.4894208244805,66.19169301226313,24
POOL_CHALLENGE_250902,POOL_CHALLENGE,250902,P0004,PATTERN_JOINT_MILP,,25.282518303,0.0,0.5768795849866535,9018.939151253757,60.427271642314416,20
POOL_CHALLENGE_250902,POOL_CHALLENGE,250902,P0005,PATTERN_JOINT_MILP,,48.692511644,106814.73733179865,0.5537398039194754,9352.865338845098,68.22231154478867,25
POOL_CHALLENGE_250902,POOL_CHALLENGE,250902,P0006,PATTERN_JOINT_MILP,,58.507454339,0.0,0.47707963680988624,6396.934739044012,67.3896197830287,25
POOL_CHALLENGE_250902,POOL_CHALLENGE,250902,P0007,PATTERN_JOINT_MILP,,62.77032004,0.0,0.49148245937317864,6893.4894208244805,66.19169301226313,24
POOL_CHALLENGE_250902,POOL_CHALLENGE,250902,P0008,PATTERN_JOINT_MILP,,69.279508958,0.0,0.5768795849866535,9018.939151253757,60.427271642314416,20
POOL_CHALLENGE_250902,POOL_CHALLENGE,250902,P0009,PATTERN_JOINT_MILP,,92.093632025,106814.73733179865,0.5537398039194754,9352.865338845098,68.22231154478867,25
POOL_CHALLENGE_250902,POOL_CHALLENGE,250902,P0010,PATTERN_JOINT_MILP,,102.127404055,0.0,0.47707963680988624,6396.934739044012,67.3896197830287,25
POOL_CHALLENGE_250902,POOL_CHALLENGE,250902,P0011,ACTIVE_DOMINANCE_MILP,P0006,128.35452005,0.0,0.4737937317681166,6396.934709044002,67.3896197830287,25
POOL_CHALLENGE_250902,POOL_CHALLENGE,250902,P0012,ACTIVE_DOMINANCE_MILP,P0007,171.967473228,0.0,0.48708643918426203,6893.4893908244885,66.19169301226313,24
POOL_CHALLENGE_250902,POOL_CHALLENGE,250902,P0013,ACTIVE_DOMINANCE_MILP,P0004,179.529119369,0.0,0.526870836215175,9018.939111253721,60.427271642314416,20
POOL_CHALLENGE_250903,POOL_CHALLENGE,250903,P0001,COMMON_RAW_DATA_B0,,0.756565029,65501.00549024007,0.5125647900904743,10570.82377657593,85.66393821918167,32
POOL_CHALLENGE_250903,POOL_CHALLENGE,250903,P0002,PATTERN_JOINT_MILP,,15.647425563,0.0,0.4802720365807899,6454.839614277953,67.3896197830287,25
POOL_CHALLENGE_250903,POOL_CHALLENGE,250903,P0003,PATTERN_JOINT_MILP,,19.62106276,0.0,0.46975238573617184,6953.4894208244805,66.19169301226313,24
POOL_CHALLENGE_250903,POOL_CHALLENGE,250903,P0004,PATTERN_JOINT_MILP,,40.550154321,0.0,0.5768892959249035,9233.602062284395,99.92017108073016,37
POOL_CHALLENGE_250903,POOL_CHALLENGE,250903,P0005,PATTERN_JOINT_MILP,,66.888752151,383546.8902006064,0.6457104099811147,9247.578400140916,86.68030598865907,31
POOL_CHALLENGE_250903,POOL_CHALLENGE,250903,P0006,PATTERN_JOINT_MILP,,77.825559072,0.0,0.4802720365807899,6454.839614277953,67.3896197830287,25
POOL_CHALLENGE_250903,POOL_CHALLENGE,250903,P0007,PATTERN_JOINT_MILP,,81.900391894,0.0,0.46975238573617184,6953.4894208244805,66.19169301226313,24
POOL_CHALLENGE_250903,POOL_CHALLENGE,250903,P0008,PATTERN_JOINT_MILP,,102.498155673,0.0,0.5768892959249035,9233.602062284395,99.92017108073016,37
POOL_CHALLENGE_250903,POOL_CHALLENGE,250903,P0009,ACTIVE_DOMINANCE_MILP,P0002,146.062861491,0.0,0.4733806704781595,6449.917070395071,67.3896197830287,25
POOL_CHALLENGE_250903,POOL_CHALLENGE,250903,P0010,ACTIVE_DOMINANCE_MILP,P0009,159.211580572,0.0,0.4672682473178652,6429.34260280919,67.3896197830287,25
POOL_CHALLENGE_250904,POOL_CHALLENGE,250904,P0001,COMMON_RAW_DATA_B0,,0.735454279,65501.00549024007,0.5125647900904743,10570.82377657593,85.66393821918167,32
POOL_CHALLENGE_250904,POOL_CHALLENGE,250904,P0002,PATTERN_JOINT_MILP,,19.957532964,0.0,0.4882194917369331,6396.9347390440125,66.69228315175634,26
POOL_CHALLENGE_250904,POOL_CHALLENGE,250904,P0003,PATTERN_JOINT_MILP,,24.234866302,0.0,0.5076931524783835,6958.460379819456,65.89211106203612,24
POOL_CHALLENGE_250904,POOL_CHALLENGE,250904,P0004,PATTERN_JOINT_MILP,,41.902314503,0.0,0.5610113298957229,8959.906769278077,94.45997932155795,37
POOL_CHALLENGE_250904,POOL_CHALLENGE,250904,P0005,PATTERN_JOINT_MILP,,65.447144082,399151.25000464637,0.687059351791944,10432.394615175559,97.17662685590649,37
POOL_CHALLENGE_250904,POOL_CHALLENGE,250904,P0006,PATTERN_JOINT_MILP,,80.934248818,0.0,0.4882194917369331,6396.9347390440125,66.69228315175634,26
POOL_CHALLENGE_250904,POOL_CHALLENGE,250904,P0007,PATTERN_JOINT_MILP,,85.276687933,0.0,0.5076931524783835,6958.460379819456,65.89211106203612,24
POOL_CHALLENGE_250904,POOL_CHALLENGE,250904,P0008,PATTERN_JOINT_MILP,,103.179052272,0.0,0.5610113298957229,8959.906769278077,94.45997932155795,37
POOL_CHALLENGE_250904,POOL_CHALLENGE,250904,P0009,ACTIVE_DOMINANCE_MILP,P0006,131.509777555,0.0,0.4735382303364666,6396.934709044004,66.69228315175634,26
POOL_CHALLENGE_250904,POOL_CHALLENGE,250904,P0010,ACTIVE_DOMINANCE_MILP,P0003,159.849775571,0.0,0.5017000411439895,6942.7527078677285,65.89211106203612,24
POOL_CHALLENGE_250904,POOL_CHALLENGE,250904,P0011,ACTIVE_DOMINANCE_MILP,P0010,175.028950687,0.0,0.4765596750789342,6882.752707867739,65.89211106203612,24
POOL_CHALLENGE_250905,POOL_CHALLENGE,250905,P0001,COMMON_RAW_DATA_B0,,0.751826108,65501.00549024007,0.5125647900904743,10570.82377657593,85.66393821918167,32
POOL_CHALLENGE_250905,POOL_CHALLENGE,250905,P0002,PATTERN_JOINT_MILP,,17.915419748,0.0,0.4696216925239111,6454.839614277953,67.3896197830287,25
POOL_CHALLENGE_250905,POOL_CHALLENGE,250905,P0003,PATTERN_JOINT_MILP,,22.177571371,0.0,0.49965359708683327,6893.4894208244805,66.19169301226313,24
POOL_CHALLENGE_250905,POOL_CHALLENGE,250905,P0004,PATTERN_JOINT_MILP,,43.173321483,0.0,0.5920896030098728,9066.689422779444,97.60923777333414,36
POOL_CHALLENGE_250905,POOL_CHALLENGE,250905,P0005,PATTERN_JOINT_MILP,,69.129062544,161306.33064081066,0.6095717912500581,10500.223196310551,101.84768382976152,36
POOL_CHALLENGE_250905,POOL_CHALLENGE,250905,P0006,PATTERN_JOINT_MILP,,84.5991191,0.0,0.4696216925239111,6454.839614277953,67.3896197830287,25
POOL_CHALLENGE_250905,POOL_CHALLENGE,250905,P0007,PATTERN_JOINT_MILP,,88.906386085,0.0,0.49965359708683327,6893.4894208244805,66.19169301226313,24
POOL_CHALLENGE_250905,POOL_CHALLENGE,250905,P0008,PATTERN_JOINT_MILP,,110.59281606,0.0,0.5920896030098728,9066.689422779444,97.60923777333414,36
POOL_CHALLENGE_250905,POOL_CHALLENGE,250905,P0009,ACTIVE_DOMINANCE_MILP,P0002,125.912325272,0.0,0.4653758167512685,6408.800381593061,67.3896197830287,25
POOL_CHALLENGE_250905,POOL_CHALLENGE,250905,P0010,ACTIVE_DOMINANCE_MILP,P0007,167.248277252,0.0,0.4778799025248514,6893.489390824486,66.19169301226313,24
