site_id,min_access_margin_db,backhaul_margin_db,min_twohop_margin_db,outbound_time_s,return_time_s,horizontal_time_s,flight_energy_kwh,setup_energy_kwh,service_energy_kwh,total_energy_kwh,energy_margin_kwh,return_soc,climb_out_m,climb_back_m,desc_out_m,desc_back_m,cruise_alt_m,horizontal_distance_m,max_dem_on_route_m,setup_time_s,earliest_ready_s,required_transport_shift_s,as_is_timing_feasible,atomic_task_id,parent_gap_id,pareto_id,transport_sortie_id,service_start_s,service_end_s,service_duration_s,candidate_source
E52_189eb019491ad876aa165071,12.69803577708359,3.8094716871601975,3.8094716871601975,403.09916814168594,448.35288467407526,534.676037089036,0.21908171065325852,0.009166666666666667,0.017862324102556545,0.2461107014224817,2.313889298577519,0.9230904058054745,543.0445983886718,0.0,0.0,543.0445983886718,670.7445983886719,4010.07027816777,391.87322998046875,30.0,613.0991681416859,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_1eac4bbcd37cec5d48241661,0.30076110951226553,6.04580255430777,0.30076110951226553,275.66392246828667,298.30930922772677,415.4555243799327,0.1568759382441215,0.009166666666666667,0.017862324102556545,0.1839049290133447,2.376095070986656,0.9425297096833298,271.74464111328126,0.0,0.0,271.74464111328126,399.44464111328125,3115.9164328494953,326.2397766113281,30.0,485.66392246828667,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_1ef47ef68c1879e18ddbb164,1.447269431605804,9.684707827919368,1.447269431605804,525.9457118932837,556.9823492630754,865.6715995678175,0.30964781577290457,0.009166666666666667,0.017862324102556545,0.3366768065421278,2.2233231934578725,0.8947884979555851,372.4396484375,0.0,0.0,372.4396484375,500.1396484375,6492.536996758631,304.7821350097656,30.0,735.9457118932837,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_214ce9a3b3bd3fa9c582335a,8.971995660990927,15.138353346483314,8.971995660990927,331.46735474952504,365.31699057309277,459.8368945576438,0.1830074384559416,0.009166666666666667,0.017862324102556545,0.2100364292251648,2.3499635707748356,0.934363615867136,406.1956298828125,0.0,0.0,406.1956298828125,533.8956298828125,3448.7767091823284,283.8956298828125,30.0,541.467354749525,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_231555d7070bcf1a0911e332,0.4004123271325142,5.981962334569488,0.4004123271325142,303.4113952968874,335.0249979987103,417.14117438283733,0.1669828432889251,0.009166666666666667,0.017862324102556545,0.1940118340581483,2.365988165941852,0.9393713018568286,379.363232421875,0.0,0.0,379.363232421875,507.063232421875,3128.55880787128,326.2397766113281,30.0,513.4113952968873,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_246111a1ef063bec9e89ec9e,19.719718730834956,13.03223549741864,13.03223549741864,413.11352328410356,453.07003166626504,586.4879962752384,0.22998101771643822,0.009166666666666667,0.017862324102556545,0.2570100084856614,2.3029899915143393,0.9196843723482309,479.4781005859375,0.0,0.0,479.4781005859375,607.1781005859375,4398.659972064288,469.28277587890625,30.0,623.1135232841036,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_27bf01e9e990859ae5993708,0.381116434692089,15.932490639468014,0.381116434692089,318.6138217216496,355.0514931287134,418.60161500091635,0.17259630304263499,0.009166666666666667,0.017862324102556545,0.19962529381185817,2.3603747061881424,0.9376170956837944,437.25205688476564,0.0,0.0,437.25205688476564,564.9520568847656,3139.5121125068727,326.2397766113281,30.0,528.6138217216496,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_27fdcb9bc2da20af468e67a1,9.498456652102746,15.630401191469062,9.498456652102746,333.5201066466774,372.5049327982074,433.1312563841751,0.1799553449394086,0.009166666666666667,0.017862324102556545,0.20698433570863178,2.3530156642913687,0.9353173950910526,467.8179138183594,0.0,0.0,467.8179138183594,595.5179138183594,3248.4844228813135,322.1230773925781,30.0,543.5201066466774,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_326bd9096774308657b14836,0.24946519766831443,6.820761438549596,0.24946519766831443,254.20783025924425,275.6237299174474,379.92026256926977,0.1442126230476059,0.009166666666666667,0.017862324102556545,0.17124161381682912,2.3887583861831714,0.9464869956822409,256.9907958984375,0.0,0.0,256.9907958984375,384.6907958984375,2849.4019692695233,334.6907958984375,30.0,464.20783025924425,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_347c51b45a583dd4c5a4aad0,9.209056392037041,10.359339260709504,9.209056392037041,545.8106765870443,594.6474365357748,798.6007934817058,0.3072138543106079,0.009166666666666667,0.017862324102556545,0.3342428450798311,2.2257571549201693,0.8955491109125528,586.0411193847656,0.0,0.0,586.0411193847656,713.7411193847656,5989.505951112793,425.30462646484375,30.0,755.8106765870443,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_437c6a333219b14c3939f26c,0.34326649672972565,6.0194831627628105,0.34326649672972565,277.09771274073506,296.211315442558,417.14117438283733,0.1570562493971614,0.009166666666666667,0.017862324102556545,0.1840852401663846,2.375914759833616,0.9424733624480048,248.53977661132814,19.176544189453125,19.176544189453125,248.53977661132814,376.2397766113281,3128.55880787128,326.2397766113281,30.0,487.09771274073506,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_47db2d0d55c92154c779a4c9,2.453044610018992,16.45726286038159,2.453044610018992,312.62709924858126,351.3219092257948,393.08533863388124,0.16685347284684848,0.009166666666666667,0.017862324102556545,0.1938824636160717,2.366117536383929,0.9394117301199776,464.3377197265625,0.0,0.0,464.3377197265625,592.0377197265625,2948.1400397541092,295.61395263671875,30.0,522.6270992485813,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_60b0dc656c777ee2cc2279b1,8.315904030501926,0.21315146591224732,0.21315146591224732,563.4362729251038,615.9641949832094,811.705013501575,0.3153381258454166,0.009166666666666667,0.017862324102556545,0.3423671166146398,2.2176328833853605,0.893010276057925,630.3350646972656,0.0,0.0,630.3350646972656,758.0350646972656,6087.787601261813,495.9024353027344,30.0,773.4362729251038,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_6aa461eda22a4c53e6730e81,0.721967092100229,6.478254834226846,0.721967092100229,265.8104536255181,288.3542041341444,395.1560268799425,0.15046620221455187,0.009166666666666667,0.017862324102556545,0.17749519298377509,2.3825048070162254,0.9445327521925703,271.555615234375,1.030609130859375,1.030609130859375,271.555615234375,399.255615234375,2963.670201599569,349.255615234375,30.0,475.8104536255181,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_6dc095df8eb6475486134b5c,18.251189677036223,12.905188948092743,12.905188948092743,424.06014837873875,466.2734748964797,594.8403376510322,0.23505698741925235,0.009166666666666667,0.017862324102556545,0.26208597818847557,2.297914021811525,0.9180981318161014,506.55991821289064,0.0,0.0,506.55991821289064,634.2599182128906,4461.302532382741,440.2059631347656,30.0,634.0601483787387,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_73baea82bbbffa2db9d7426a,0.10827118376165856,5.711384152670419,0.10827118376165856,297.3854850658978,324.64222792478455,431.2305129784753,0.16683515196021612,0.009166666666666667,0.017862324102556545,0.1938641427294393,2.366135857270561,0.9394174553970502,327.08091430664064,0.0,0.0,327.08091430664064,454.7809143066406,3234.2288473385647,335.390380859375,30.0,507.3854850658978,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_74b3fb0a4920873efc33101b,2.371226426671896,6.525083879148042,2.371226426671896,262.62709924858126,284.6552425591281,393.08533863388124,0.14907135286228057,0.009166666666666667,0.017862324102556545,0.1761003436315038,2.383899656368497,0.9449686426151551,264.3377197265625,0.0,0.0,264.3377197265625,392.0377197265625,2948.1400397541092,295.61395263671875,30.0,472.62709924858126,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_7547086a1218012670f76a62,0.6616870210660011,2.277872015791573,0.6616870210660011,370.7957901832663,387.27013608984186,642.7455049270795,0.2228984084752749,0.009166666666666667,0.017862324102556545,0.24992739924449808,2.3100726007555026,0.9218976877360944,197.69215087890626,0.0,0.0,197.69215087890626,325.39215087890625,4820.591286953097,275.39215087890625,30.0,580.7957901832663,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_8ca7795ffa642a3b129c0a3d,10.097932865689572,15.730152054416479,10.097932865689572,330.94608252023,369.9122522589995,428.0951466078428,0.17832668261553564,0.009166666666666667,0.017862324102556545,0.20535567338475885,2.3546443266152415,0.9358263520672628,467.5940368652344,0.0,0.0,467.5940368652344,595.2940368652344,3210.713599558821,335.390380859375,30.0,540.94608252023,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_9026ce0d2a5dd9a75ef73c8e,1.8908015470565687,6.720084116703532,1.8908015470565687,248.61637070099954,267.37077642202814,384.70630707582717,0.14290187810434732,0.009166666666666667,0.017862324102556545,0.1699308688735705,2.39006913112643,0.9468966034770092,225.05286865234376,0.0,0.0,225.05286865234376,352.75286865234375,2885.297303068704,302.75286865234375,30.0,458.61637070099954,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_96da4f081c74d8211b4b244f,0.7624108937649652,12.47027426673894,0.7624108937649652,406.4445801679392,437.368205859671,627.3474061854878,0.23339590098708082,0.009166666666666667,0.017862324102556545,0.260424891756304,2.2995751082436966,0.918617221326155,371.08350830078126,0.0,0.0,371.08350830078126,498.78350830078125,4705.105546391158,251.37640380859375,30.0,616.4445801679392,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_9b18c2085562c5280ea1e394,8.211717836004212,0.02697066595830222,0.02697066595830222,563.4972144032131,613.0086493397365,829.9258191872856,0.3179402888393461,0.009166666666666667,0.017862324102556545,0.3449692796085693,2.215030720391431,0.8921971001223221,594.1372192382812,0.0,0.0,594.1372192382812,721.8372192382812,6224.443643904642,487.8569030761719,30.0,773.4972144032131,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_a1af1f4ab7d520e82e20be53,7.925061876505239,0.45430012492889205,0.45430012492889205,547.7224457312177,598.7128286250978,789.5025940991541,0.30660524396013417,0.009166666666666667,0.017862324102556545,0.3336342347293574,2.2263657652706432,0.8957393016470758,611.8845947265625,0.0,0.0,611.8845947265625,739.5845947265625,5921.269455743655,492.6366271972656,30.0,757.7224457312177,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_afb1e3673ff3adbe9c45b8fc,2.005044547066518,6.956106286850726,2.005044547066518,250.21040235058808,271.27175132926646,374.0527108291059,0.1419599864782851,0.009166666666666667,0.017862324102556545,0.16898897724750828,2.391011022752492,0.9471909446101536,252.73618774414064,0.0,0.0,252.73618774414064,380.4361877441406,2805.395331218294,291.6474609375,30.0,460.2104023505881,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_b60e4d2a4cdcd5801a5d757f,0.12404942650780981,16.480566458341656,0.12404942650780981,308.26023760270465,345.626388522301,392.32356968783114,0.16519254750221457,0.009166666666666667,0.017862324102556545,0.1922215382714378,2.367778461728563,0.9399307692901757,448.39381103515626,0.0,0.0,448.39381103515626,576.0938110351562,2942.4267726587336,326.2397766113281,30.0,518.2602376027046,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_b8aeee13ee5f313ffdb298e7,8.707141431515183,0.32052137756616617,0.32052137756616617,550.9628084392909,600.9445446860357,802.0351993981131,0.309532562555218,0.009166666666666667,0.017862324102556545,0.3365615533244412,2.2234384466755595,0.8948245145861121,599.7808349609375,0.0,0.0,599.7808349609375,727.4808349609375,6015.263995485849,485.42230224609375,30.0,760.9628084392909,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_be69bdf55826f2eb34075d09,4.553853570447615,12.029424972929434,4.553853570447615,457.6877788138426,500.48965717077624,658.5642874860837,0.25604119113741575,0.009166666666666667,0.017862324102556545,0.28307018190663896,2.2769298180933615,0.9115405681541753,513.6225402832031,0.0,0.0,513.6225402832031,641.3225402832031,4939.232156145627,341.3225402832031,30.0,667.6877788138427,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_c0294c7ff44d44fc4ede8d97,9.82118328216653,16.7256600789149,9.82118328216653,316.70783025924425,358.9570632507807,379.92026256926977,0.16644027302831577,0.009166666666666667,0.017862324102556545,0.19346926379753898,2.3665307362024617,0.9395408550632691,506.9907958984375,0.0,0.0,506.9907958984375,634.6907958984375,2849.4019692695233,334.6907958984375,30.0,526.7078302592442,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_c10a50247c57c0340b451298,21.45397038471387,3.1495087650690863,3.1495087650690863,410.4813485396202,450.8988478275434,578.4577013517014,0.22790762835174688,0.009166666666666667,0.017862324102556545,0.2549366191209701,2.30506338087903,0.9203323065246969,485.00999145507814,0.0,0.0,485.00999145507814,612.7099914550781,4338.432760137761,515.4917602539062,30.0,620.4813485396203,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_c117f06f984d58b2275e6c48,9.218123558942253,0.365836005255062,0.365836005255062,533.3106765870443,577.980769869108,798.6007934817058,0.30276832431446593,0.009166666666666667,0.017862324102556545,0.32979731508368915,2.2302026849163115,0.8969383390363471,536.0411193847656,0.0,0.0,536.0411193847656,663.7411193847656,5989.505951112793,425.30462646484375,30.0,743.3106765870443,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_d22cbe82615c6d2ee0ebf49f,10.151543517912629,15.758568264926964,10.151543517912629,318.17309843891866,352.9726015110215,427.5491784452201,0.1737067461230003,0.009166666666666667,0.017862324102556545,0.20073573689222352,2.359264263107777,0.9372700822211801,417.5940368652344,0.0,0.0,417.5940368652344,545.2940368652344,3206.618838339151,335.390380859375,30.0,528.1730984389187,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_dbec4f1422e98765afb262aa,11.12833033755578,16.38523852602286,11.12833033755578,322.5402116809159,364.1002534899979,395.72017250733956,0.1707521496628321,0.009166666666666667,0.017862324102556545,0.1977811404320553,2.362218859567945,0.9381933936149827,498.7205017089844,0.0,0.0,498.7205017089844,626.4205017089844,2967.901293805047,326.4205017089844,30.0,532.540211680916,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_dd12fb0cc4aee52816704b73,8.510861098913708,0.5498680641518376,0.5498680641518376,547.6210002825783,600.0718247658139,780.5370536657424,0.3052994367315811,0.009166666666666667,0.017862324102556545,0.3323284275008043,2.227671572499196,0.8961473664059987,629.4098937988281,0.0,0.0,629.4098937988281,757.1098937988281,5854.027902493068,543.108642578125,30.0,757.6210002825783,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_de2c36302e014a6d0284c896,0.3999180579813668,15.994052628622484,0.3999180579813668,325.41177480357015,364.7238282296769,414.95122905049965,0.1744969638873427,0.009166666666666667,0.017862324102556545,0.20152595465656592,2.3584740453434345,0.9370231391698232,471.74464111328126,0.0,0.0,471.74464111328126,599.4446411132812,3112.134217878747,325.15069580078125,30.0,535.4117748035701,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_e0325aad0b87e7c07e10fc2c,0.32104046183516743,5.987785159048158,0.32104046183516743,275.1983248954777,294.96932963587483,418.60161500091635,0.15682137892336617,0.009166666666666667,0.017862324102556545,0.1838503696925894,2.376149630307411,0.9425467594710658,248.53977661132814,11.2877197265625,11.2877197265625,248.53977661132814,376.2397766113281,3139.5121125068727,326.2397766113281,30.0,485.1983248954777,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_e0cd6bab1a22c4530d9a254c,1.771242624929286,6.471069764274475,1.771242624929286,260.0402116809159,280.7669201566646,395.72017250733956,0.14852449968212222,0.009166666666666667,0.017862324102556545,0.17555349045134544,2.384446509548655,0.9451395342339546,248.7205017089844,0.0,0.0,248.7205017089844,376.4205017089844,2967.901293805047,326.4205017089844,30.0,470.0402116809159,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_ea76d341ab82f2ebc1fa1efe,0.3560943455212282,6.056283714240493,0.3560943455212282,275.41177480357015,298.05716156301025,414.95122905049965,0.15671484390277482,0.009166666666666667,0.017862324102556545,0.183743834671998,2.3762561653280025,0.9425800516650006,271.74464111328126,0.0,0.0,271.74464111328126,399.44464111328125,3112.134217878747,325.15069580078125,30.0,485.41177480357015,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_f2fabdd802684ffd17ed2273,2.0614701503696438,16.925225818485302,2.0614701503696438,275.2104023505881,304.60508466259984,374.0527108291059,0.15085104647056902,0.009166666666666667,0.017862324102556545,0.17788003723979223,2.3821199627602083,0.944412488362565,352.73618774414064,0.0,0.0,352.73618774414064,480.4361877441406,2805.395331218294,291.6474609375,30.0,485.2104023505881,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_fd527d975e1813662620f82c,5.024511558767003,12.45056667278017,5.024511558767003,418.2192341110554,452.9085204066283,628.3027504486734,0.23771876612520712,0.009166666666666667,0.017862324102556545,0.2647477568944303,2.29525224310557,0.9172663259704905,416.271435546875,0.0,0.0,416.271435546875,543.971435546875,4712.2706283650505,306.8754577636719,30.0,628.2192341110554,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_82c821a5773d0bfbe554f10a,5.605828041072968,11.397135806608844,5.605828041072968,512.9354114719376,566.0737563002253,707.0407539741487,0.2825549862639304,0.009166666666666667,0.017862324102556545,0.3095839770331536,2.250416022966847,0.9032550071771395,637.6601379394531,0.0,0.0,637.6601379394531,765.3601379394531,5302.805654806116,465.3601379394531,30.0,722.9354114719376,0.0,1,P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,
E52_c10a50247c57c0340b451298,23.058866510073486,3.1495087650690863,3.1495087650690863,410.4813485396202,450.8988478275434,578.4577013517014,0.22790762835174688,0.009166666666666667,0.12096737181015317,0.3580416668285667,2.201958333171434,0.8881119791160729,485.00999145507814,0.0,0.0,485.00999145507814,612.7099914550781,4338.432760137761,515.4917602539062,30.0,620.4813485396203,0.0,1,P01_G002_E52_A000,P01_G002,P01,M002,1248.1641088511385,1644.057325684367,395.8932168332285,
E52_01234cac2d25748209cb57e8,0.2621535466244609,5.963634638729843,0.2621535466244609,275.78386787661753,295.55487261701467,419.772700963196,0.15719547582798327,0.009166666666666667,0.12096737181015317,0.2873295143048031,2.2726704856951976,0.9102095267797491,248.53977661132814,11.2877197265625,11.2877197265625,248.53977661132814,376.2397766113281,3148.2952572239697,326.2397766113281,30.0,485.78386787661753,0.0,1,P01_G002_E52_A000,P01_G002,P01,M002,1248.1641088511385,1644.057325684367,395.8932168332285,
E52_06eb0baa948af7ff52881bcf,11.34921240453653,16.258674653736037,11.34921240453653,296.7597053393259,328.36499963050426,403.88764493158146,0.16274021246714285,0.009166666666666667,0.12096737181015317,0.2928742509439627,2.2671257490560377,0.9084767965800117,379.26353149414064,0.0,0.0,379.26353149414064,506.9635314941406,3029.157336986861,306.9635314941406,30.0,506.7597053393259,0.0,1,P01_G002_E52_A000,P01_G002,P01,M002,1248.1641088511385,1644.057325684367,395.8932168332285,
E52_0c9d91fc306062a18ada9948,10.190425106668542,15.697900697510477,10.190425106668542,331.42241999480143,370.2725110389095,429.7442937249544,0.1787296459836012,0.009166666666666667,0.12096737181015317,0.308863684460421,2.2511363155395796,0.9034800986061184,466.2010925292969,0.0,0.0,466.2010925292969,593.9010925292969,3223.082202937158,326.7436828613281,30.0,541.4224199948014,0.0,1,P01_G002_E52_A000,P01_G002,P01,M002,1248.1641088511385,1644.057325684367,395.8932168332285,
E52_189eb019491ad876aa165071,14.62560917721207,3.8094716871601975,3.8094716871601975,403.09916814168594,448.35288467407526,534.676037089036,0.21908171065325852,0.009166666666666667,0.12096737181015317,0.34921574913007836,2.210784250869922,0.8908700783968505,543.0445983886718,0.0,0.0,543.0445983886718,670.7445983886719,4010.07027816777,391.87322998046875,30.0,613.0991681416859,0.0,1,P01_G002_E52_A000,P01_G002,P01,M002,1248.1641088511385,1644.057325684367,395.8932168332285,
E52_1eac4bbcd37cec5d48241661,0.22059627934990544,6.04580255430777,0.22059627934990544,275.66392246828667,298.30930922772677,415.4555243799327,0.1568759382441215,0.009166666666666667,0.12096737181015317,0.2870099767209413,2.272990023279059,0.9103093822747058,271.74464111328126,0.0,0.0,271.74464111328126,399.44464111328125,3115.9164328494953,326.2397766113281,30.0,485.66392246828667,0.0,1,P01_G002_E52_A000,P01_G002,P01,M002,1248.1641088511385,1644.057325684367,395.8932168332285,
