site_id,atomic_task_id,feasible,min_twohop_margin_db,total_energy_kwh
R319454_2546358_434,P01_G005_A00,1,1.1201348977501198,0.1463929585580186
R319454_2546358_484,P01_G005_A00,1,1.1182000995485595,0.15083848855416057
R319454_2546478_325,P01_G005_A00,1,1.3089873287142666,0.14050944716163863
R319454_2546478_375,P01_G005_A00,1,1.3085945134885435,0.1449549771577806
R319454_2546478_425,P01_G005_A00,1,1.3074553543747243,0.14940050715392258
R319454_2546478_475,P01_G005_A00,1,1.3055704384701556,0.15384603715006456
R319454_2546598_342,P01_G005_A00,1,1.4999766923196347,0.14603461662206346
R319454_2546598_392,P01_G005_A00,1,1.499302720239882,0.15048014661820544
R319454_2546598_442,P01_G005_A00,1,1.4978490213827058,0.15492567661434742
R318603_2547171_263,P01_G005_A02,1,2.6518729435040598,0.12140585138864644
R318603_2547171_313,P01_G005_A02,1,2.654818539162619,0.1258513813847884
R318603_2547171_363,P01_G005_A02,1,2.656747771300701,0.1302969113809304
R318603_2547171_413,P01_G005_A02,1,2.6576592843198625,0.13474244137707236
R318603_2547171_463,P01_G005_A02,1,2.657552437245542,0.13918797137321434
R318603_2547291_237,P01_G005_A02,1,2.7121813558064787,0.12421750567697196
R318603_2547291_287,P01_G005_A02,1,2.715700559961874,0.12866303567311393
R318603_2547291_337,P01_G005_A02,1,2.7181897439666898,0.13310856566925588
R318603_2547291_387,P01_G005_A02,1,2.71964713460369,0.1375540956653979
R318603_2547291_437,P01_G005_A02,1,2.7200716925721196,0.14199962566153984
R318603_2547411_249,P01_G005_A02,1,2.7702550768584615,0.13040978709742373
R318603_2547411_299,P01_G005_A02,1,2.773565997105905,0.13485531709356569
R316550_2547530_334,P01_G006_A00,1,0.7889025871097886,0.26600471291614436
R316550_2547530_384,P01_G006_A00,1,1.066561493117021,0.26713637488978387
R316550_2547530_434,P01_G006_A00,1,1.0663943490974788,0.2715819048859258
R316550_2547530_484,P01_G006_A00,1,1.065521277309486,0.27602743488206777
R316550_2547530_534,P01_G006_A00,1,1.063942703368042,0.2804729648782098
R316550_2547530_584,P01_G006_A00,1,1.0616593963078174,0.2849184948743517
R316550_2547650_375,P01_G006_A00,1,1.0652718674137702,0.27010714676995834
R316550_2547650_425,P01_G006_A00,1,1.0652370664291482,0.2742723294453841
R316550_2547650_475,P01_G006_A00,1,1.0644964980914722,0.2787178594415261
R316550_2547650_525,P01_G006_A00,1,1.0630505233475276,0.28316338943766806
R316550_2547650_575,P01_G006_A00,1,1.0608998465395274,0.28760891943381006
R316550_2547650_625,P01_G006_A00,1,1.0580455142623748,0.292054449429952
R318467_2547712_301,P01_G007_A00,1,0.7428963788750167,0.40792940445967296
R318467_2547712_351,P01_G007_A00,1,0.7435048963988322,0.41237493445581497
R318467_2547712_401,P01_G007_A00,1,0.7434580253409138,0.416820464451957
R318467_2547712_451,P01_G007_A00,1,0.7427557869190764,0.42126599444809887
R318467_2547832_288,P01_G007_A00,1,0.9190518005462422,0.4118447740951866
R318467_2547832_338,P01_G007_A00,1,0.9198652808169072,0.4162903040913286
R318467_2547832_388,P01_G007_A00,1,0.9199962439010392,0.42073583408747056
R318467_2547832_438,P01_G007_A00,1,0.9194446280559276,0.4251813640836125
R318467_2547832_488,P01_G007_A00,1,0.9182106933122327,0.4296268940797545
R318467_2547952_309,P01_G007_A00,1,1.0992890104822948,0.4187875626246961
R318467_2547952_359,P01_G007_A00,1,1.0998402153093707,0.4232330926208381
R318467_2547952_409,P01_G007_A00,1,1.0996799811462807,0.42767862261698003
R314265_2549393_757,P01_G008_A00,1,0.5498680641518376,0.5712651464874848
R318074_2547391_344,P01_G009_A00,1,3.1871329860513384,0.30179123607845376
R318074_2547391_394,P01_G009_A00,1,3.1890803029046424,0.3062367660745957
R318074_2547391_444,P01_G009_A00,1,3.189877104295448,0.3106822960707377
R318074_2547391_494,P01_G009_A00,1,3.189522756850323,0.31512782606687967
R318074_2547511_367,P01_G009_A00,1,3.404502030118138,0.30871833287706485
R318074_2547511_417,P01_G009_A00,1,3.4059874866594555,0.3131638628732068
R318074_2547511_467,P01_G009_A00,1,3.406263233392295,0.31760939286934875
R318074_2547511_517,P01_G009_A00,1,3.4053290399012326,0.32205492286549076
R318074_2547631_339,P01_G009_A00,1,3.6234189012577644,0.3111477488743428
R318074_2547631_389,P01_G009_A00,1,3.625685545093674,0.3155932788704848
R318074_2547631_439,P01_G009_A00,1,3.6266801378203297,0.3200388088666267
R318074_2547631_489,P01_G009_A00,1,3.626401805263015,0.32448433886276873
R313865_2549153_727,P01_G010_A00,1,0.32052137756616617,0.49818763603442784
R313865_2549153_777,P01_G010_A00,1,0.31333520578408525,0.5026331660305698
R313865_2549273_708,P01_G010_A00,1,0.21994766744015237,0.4995476693284845
R313865_2549273_758,P01_G010_A00,1,0.21315146591224732,0.5039931993246265
R320404_2548156_240,P01_G011_A00,1,1.3368366737471717,0.33466394602044136
R320404_2548156_290,P01_G011_A00,1,1.3384556654652613,0.3302184160242994
R320404_2548156_340,P01_G011_A00,1,1.3393233840665886,0.32795592778456367
R320404_2548156_390,P01_G011_A00,1,1.3394393791083132,0.3324014577807056
R320404_2548156_440,P01_G011_A00,1,1.3388035903601718,0.33684698777684763
R320404_2548156_490,P01_G011_A00,1,1.337416347908615,0.34129251777298963
R320404_2548276_251,P01_G011_A00,1,1.3870871076455984,0.339157895508158
R320404_2548276_301,P01_G011_A00,1,1.391724253529631,0.334712365512016
R320404_2548276_351,P01_G011_A00,1,1.3956046710765548,0.33323354031424546
R320404_2548276_401,P01_G011_A00,1,1.398726326232861,0.3376790703103874
R320404_2548276_451,P01_G011_A00,1,1.401087579595199,0.34212460030652936
R320404_2548396_221,P01_G011_A00,1,1.317116514377176,0.344740524612859
R316482_2547514_392,P01_G012_A00,1,6.525083879148042,0.16463728629135688
R316482_2547514_442,P01_G012_A00,1,6.5117380702963175,0.16908281628749885
R316482_2547514_492,P01_G012_A00,1,6.619972135156445,0.17352834628364083
R316482_2547514_542,P01_G012_A00,1,6.610313738723718,0.1779738762797828
R316482_2547514_592,P01_G012_A00,1,6.5981526061840015,0.1824194062759248
R316482_2547634_407,P01_G012_A00,1,6.287640114051285,0.1694150859039352
R316482_2547634_457,P01_G012_A00,1,6.274304132576503,0.17386061590007718
R316482_2547634_507,P01_G012_A00,1,6.8701315330227715,0.17830614589621915
R316482_2547634_557,P01_G012_A00,1,6.859101130118063,0.18275167589236113
R316482_2547634_607,P01_G012_A00,1,6.845426569621111,0.1871972058885031
R316482_2547754_425,P01_G012_A00,1,6.048613066552349,0.17461430572592018
R316482_2547754_475,P01_G012_A00,1,6.035171781024047,0.17905983572206216
R314908_2547689_613,P01_G013_A00,1,2.3691373565886806,0.3614641607447861
R314908_2547689_663,P01_G013_A00,1,2.3647611944051192,0.36590969074092805
R314908_2547809_607,P01_G013_A00,1,2.4863612195467937,0.3635375501094774
R314908_2547809_657,P01_G013_A00,1,2.4819736015069367,0.3679830801056194
R314908_2547929_634,P01_G013_A00,1,2.5982780796195613,0.36861351981229157
R316739_2547984_349,P01_G014_A00,1,6.066396661611506,0.17240632882353904
R316739_2547984_399,P01_G014_A00,1,6.056283714240493,0.17228077733185113
R316739_2547984_449,P01_G014_A00,1,6.043972562531749,0.1767263073279931
R316739_2547984_499,P01_G014_A00,1,6.029481915073518,0.18117183732413508
R316739_2547984_549,P01_G014_A00,1,6.012833634369926,0.18561736732027706
R316739_2547984_599,P01_G014_A00,1,7.557781310666783,0.190062897316419
R316739_2548104_345,P01_G014_A00,1,5.808368970173788,0.17862053956597188
R316739_2548104_395,P01_G014_A00,1,5.7990129891039,0.1759360895636507
R316739_2548104_445,P01_G014_A00,1,5.787582815915471,0.18038161955979265
R316739_2548104_495,P01_G014_A00,1,5.774094838251045,0.18482714955593463
R316739_2548104_545,P01_G014_A00,1,7.864233650677548,0.1892726795520766
R316739_2548104_595,P01_G014_A00,1,7.847790329985173,0.19371820954821858
R317324_2547895_300,P01_G015_A00,1,2.7959860151446634,0.4317166653656372
R317324_2547895_350,P01_G015_A00,1,2.802256210351999,0.43042365485609646
R317324_2547895_400,P01_G015_A00,1,2.7980036459943705,0.43486918485223847
R317324_2547895_450,P01_G015_A00,1,5.820365430729112,0.43931471484838047
R317324_2547895_500,P01_G015_A00,1,5.813364110847985,0.4437602448445224
R317324_2547895_550,P01_G015_A00,1,5.804271690056055,0.4482057748406644
R317444_2547775_317,P01_G015_A00,1,2.520234200532343,0.4218354075158344
R317444_2547775_367,P01_G015_A00,1,2.5227468979747556,0.424967682801202
R317444_2547775_417,P01_G015_A00,1,2.5153934978183656,0.429413212797344
R317444_2547775_467,P01_G015_A00,1,5.972602228894743,0.433858742793486
R317444_2547775_517,P01_G015_A00,1,5.964606821670586,0.43830427278962797
R317444_2547775_567,P01_G015_A00,1,5.954449747772159,0.4427498027857699
R316817_2547754_539,P01_G016_A00,1,0.12159770507740575,0.4728935394245728
R316817_2547754_589,P01_G016_A00,1,0.11339905202127909,0.4773390694207148
R316817_2547754_639,P01_G016_A00,1,0.09956106859311831,0.4817845994168568
R316817_2547874_572,P01_G016_A00,1,0.5870283357429571,0.47976813127780277
R316564_2547391_380,P01_G017_A00,1,6.956106286850726,0.2797547929493042
R316564_2547391_430,P01_G017_A00,1,6.942004065667419,0.28420032294544617
R316564_2547391_480,P01_G017_A00,1,6.976729405075275,0.2886458529415882
R316564_2547391_530,P01_G017_A00,1,6.968260970258399,0.2930913829377302
R316564_2547391_580,P01_G017_A00,1,6.957067311889759,0.2975369129338721
R316564_2547511_353,P01_G017_A00,1,3.1055753671551116,0.28069668457536645
R316564_2547511_403,P01_G017_A00,1,6.708159443407126,0.28514221457150846
R316564_2547511_453,P01_G017_A00,1,6.693687097091413,0.2895877445676504
R316564_2547511_503,P01_G017_A00,1,6.73004512371935,0.29403327456379236
R316564_2547511_553,P01_G017_A00,1,6.720885137575948,0.29847880455993436
R316564_2547511_603,P01_G017_A00,1,6.709154895853516,0.30292433455607637
R316564_2547631_376,P01_G017_A00,1,6.471069764274475,0.2863193061531414
R316794_2547613_388,P01_G018_A00,1,1.045127531348058,0.38584464940757857
R316794_2547613_438,P01_G018_A00,1,1.0449265222722488,0.39029017940372057
R316794_2547613_488,P01_G018_A00,1,1.0440230744217018,0.3947357093998626
R316794_2547613_538,P01_G018_A00,1,1.0424176260410718,0.39918123939600453
R316794_2547613_588,P01_G018_A00,1,1.0401109553769743,0.4036267693921465
R316794_2547613_638,P01_G018_A00,1,1.0371041794215472,0.4080722993882885
R316794_2547733_382,P01_G018_A00,1,1.2109201029842325,0.39175449194908274
R316794_2547733_432,P01_G018_A00,1,1.2107966808603834,0.39357960667673464
R316794_2547733_482,P01_G018_A00,1,1.209943455899591,0.39802513667287664
R316794_2547733_532,P01_G018_A00,1,1.2083608581082075,0.4024706666690186
R316794_2547733_582,P01_G018_A00,1,1.2060496845585362,0.40691619666516055
R316794_2547733_632,P01_G018_A00,1,1.2030110980518884,0.41136172666130255
R316857_2547741_385,P01_G019_A00,1,6.74845649645863,0.1597785564766822
R316857_2547741_435,P01_G019_A00,1,6.7451100780727415,0.1642240864728242
R316857_2547741_485,P01_G019_A00,1,6.739158743913663,0.16866961646896617
R316857_2547741_535,P01_G019_A00,1,6.730613188856481,0.17311514646510814
R316857_2547741_585,P01_G019_A00,1,6.719488710070095,0.17756067646125012
R316857_2547741_635,P01_G019_A00,1,6.705805116242146,0.18200620645739207
R316857_2547861_326,P01_G019_A00,1,6.5557275007085,0.167447846716756
R316857_2547861_376,P01_G019_A00,1,6.545574147087095,0.16300231672061402
R316857_2547861_426,P01_G019_A00,1,6.53295792721741,0.16742189094286494
R316857_2547861_476,P01_G019_A00,1,6.517900311602048,0.17186742093900692
R316857_2547861_526,P01_G019_A00,1,6.500426735587652,0.1763129509351489
R316857_2547861_576,P01_G019_A00,1,6.913632976042564,0.18075848093129088
R318254_2548051_273,P01_G020_A00,1,2.149438444762211,0.2958660685235871
R318254_2548051_323,P01_G020_A00,1,2.151860894490042,0.3003115985197291
R318254_2548051_373,P01_G020_A00,1,2.153377795101619,0.30475712851587106
R318254_2548051_423,P01_G020_A00,1,2.153988197144969,0.309202658512013
R318254_2548051_473,P01_G020_A00,1,2.15369171834152,0.313648188508155
R318254_2548171_273,P01_G020_A00,1,2.0997130203015786,0.3008896258929101
R318254_2548171_323,P01_G020_A00,1,2.1021111043227876,0.305335155889052
R318254_2548171_373,P01_G020_A00,1,2.1036139456873144,0.30978068588519403
R318254_2548171_423,P01_G020_A00,1,2.1042206144538085,0.314226215881336
R318254_2548171_473,P01_G020_A00,1,2.103930735009726,0.31867174587747793
R318254_2548291_310,P01_G020_A00,1,2.047300345342734,0.3092254230595637
R318254_2548291_360,P01_G020_A00,1,2.04901441914312,0.31367095305570564
R316730_2548012_365,P01_G021_A00,1,5.987785159048158,0.17238731235244248
R316730_2548012_415,P01_G021_A00,1,5.977174993319906,0.17482564648328536
R316730_2548012_465,P01_G021_A00,1,5.9644093286862585,0.17927117647942734
R316730_2548012_515,P01_G021_A00,1,5.949507194328731,0.1837167064755693
R316730_2548012_565,P01_G021_A00,1,6.016494857330272,0.1881622364717113
R316730_2548012_615,P01_G021_A00,1,6.009540551998157,0.19260776646785327
R316730_2548132_355,P01_G021_A00,1,5.732592411886756,0.17895303746605187
R316730_2548132_405,P01_G021_A00,1,5.723006662134509,0.17795555539315044
R316730_2548132_455,P01_G021_A00,1,5.711384152670419,0.18240108538929242
R316730_2548132_505,P01_G021_A00,1,5.697741249324636,0.1868466153854344
R316730_2548132_555,P01_G021_A00,1,5.7764201946780815,0.19129214538157635
R316730_2548132_605,P01_G021_A00,1,5.770263813256491,0.19573767537771833
R317476_2548002_283,P01_G022_A00,1,1.5065628713077928,0.25044287704384727
R317476_2548002_333,P01_G022_A00,1,1.508562384819939,0.25137601234925694
R317476_2548002_383,P01_G022_A00,1,1.5097808423384578,0.2558215423453989
R317476_2548002_433,P01_G022_A00,1,1.510217586150162,0.2602670723415409
R317476_2548002_483,P01_G022_A00,1,1.5098723803995853,0.26471260233768285
R317476_2548002_533,P01_G022_A00,1,1.5087454115133312,0.2691581323338248
R317476_2548122_252,P01_G022_A00,1,1.4470667499120395,0.25748879429438387
R317476_2548122_302,P01_G022_A00,1,1.449518955990996,0.253211602388141
R317476_2548122_352,P01_G022_A00,1,1.4512010482722957,0.25765713238428295
R317476_2548122_402,P01_G022_A00,1,1.4521121312305496,0.2621026623804249
R317476_2548122_452,P01_G022_A00,1,1.4522517194783973,0.2665481923765669
R317476_2548122_502,P01_G022_A00,1,1.4516197386279828,0.27099372237270886
R320414_2547152_628,P01_G023_A00,1,2.015352350483866,0.26630013175373807
R317872_2549275_304,P01_G023_A01,1,0.9484724446851658,0.30711100373228234
R317872_2549275_354,P01_G023_A01,1,0.9494651940892425,0.30390014209115407
R317872_2549275_404,P01_G023_A01,1,0.9497708041586037,0.3083456720872961
R317872_2549275_454,P01_G023_A01,1,0.9493891298273525,0.312791202083438
R317872_2549395_329,P01_G023_A01,1,0.9749725839052417,0.308940350017384
R317872_2549395_379,P01_G023_A01,1,0.9756353285754926,0.3110572840511181
R317872_2549395_429,P01_G023_A01,1,0.9756067064675165,0.3155028140472601
R317872_2549395_479,P01_G023_A01,1,0.9748867312494269,0.31994834404340206
R317872_2549395_529,P01_G023_A01,1,0.9734757466666082,0.32439387403954406
R317872_2549515_315,P01_G023_A01,1,0.9967619420749543,0.315840506073138
R317872_2549515_365,P01_G023_A01,1,0.9976128389095749,0.3148780477436388
R317872_2549515_415,P01_G023_A01,1,0.9977688966744296,0.31932357773978076
R317846_2547356_416,P01_G024_A00,1,5.522696316852432,0.23888882500746011
R317846_2547356_466,P01_G024_A00,1,5.517541380410009,0.24333435500360207
R317846_2547356_516,P01_G024_A00,1,5.510427757894604,0.24777988499974404
R317966_2547236_275,P01_G024_A00,1,0.6790140679491827,0.2196078582564956
R317966_2547236_325,P01_G024_A00,1,0.6567698534165913,0.2240533882526376
R317966_2547236_375,P01_G024_A00,1,5.1642440298625445,0.22849891824877955
R317966_2547236_425,P01_G024_A00,1,5.104401392207606,0.23294444824492153
R317966_2547236_475,P01_G024_A00,1,5.301180274911786,0.2373899782410635
R317966_2547236_525,P01_G024_A00,1,5.294071793056659,0.24183550823720545
R317966_2547356_274,P01_G024_A00,1,0.17114113496977268,0.22440835817230864
R317966_2547356_324,P01_G024_A00,1,0.1515230778865373,0.22863835973572139
R317966_2547356_374,P01_G024_A00,1,4.309064085943305,0.23308388973186336
R318809_2547801_257,P01_G025_A00,1,1.0699528223087214,0.1883776327856614
R318809_2547801_307,P01_G025_A00,1,1.051735907866771,0.19094371621049744
R318809_2547801_357,P01_G025_A00,1,1.0265936660661623,0.1953892462066394
R318809_2547801_407,P01_G025_A00,1,0.9946460757634696,0.19983477620278137
R318809_2547801_457,P01_G025_A00,1,0.9560432699481254,0.20428030619892334
R318809_2547921_251,P01_G025_A00,1,0.49821443615725514,0.19395361131154523
R318809_2547921_301,P01_G025_A00,1,0.48289588443725506,0.19557553243273895
R318809_2547921_351,P01_G025_A00,1,0.46148460882875497,0.20002106242888093
R318809_2547921_401,P01_G025_A00,1,0.43407051401366914,0.2044665924250229
R318809_2547921_451,P01_G025_A00,1,0.40076720996752613,0.2089121224211649
R316341_2546435_335,P01_G025_A01,1,0.3627100081703247,0.20510471534359204
R316341_2546435_385,P01_G025_A01,1,0.36191218610761666,0.20881719958419342
R316341_2546435_435,P01_G025_A01,1,0.36051436274902926,0.2132627295803354
R316341_2546435_485,P01_G025_A01,1,0.35851711727025304,0.21770825957647735
R316341_2546555_305,P01_G025_A01,1,0.47412315104607217,0.2063885795213957
R316341_2546555_355,P01_G025_A01,1,0.4736643627685879,0.20811883872955597
R316341_2546555_405,P01_G025_A01,1,0.47258978483075964,0.21256436872569795
R316341_2546555_455,P01_G025_A01,1,0.4708998741921562,0.2170098987218399
R316341_2546555_505,P01_G025_A01,1,0.4685953489465504,0.22145542871798188
R316341_2546555_555,P01_G025_A01,1,0.4656771873057295,0.22590095871412386
R316341_2546675_340,P01_G025_A01,1,0.584368817878584,0.21146729192162672
R316341_2546675_390,P01_G025_A01,1,0.5834576401803417,0.21332119514614087
R317217_2547861_351,P02_G000_A03,1,0.140491166414634,0.17535305194525994
R317217_2547861_401,P02_G000_A03,1,0.141186077717947,0.1797985819414019
R317217_2547861_451,P02_G000_A03,1,0.14131049417285624,0.1842441119375439
R317217_2547861_501,P02_G000_A03,1,0.14086436674986658,0.18868964193368587
R317217_2547861_551,P02_G000_A03,1,0.13984787124181253,0.19313517192982785
R317217_2547981_304,P02_G000_A03,1,0.16513016965205907,0.1826846237823944
R317217_2547981_354,P02_G000_A03,1,0.16636300682898764,0.1800031204631639
R317217_2547981_404,P02_G000_A03,1,0.16702219958897047,0.1844486504593059
R317217_2547981_454,P02_G000_A03,1,0.1671074866631841,0.18889418045544784
R317217_2547981_504,P02_G000_A03,1,0.16661883424163193,0.19333971045158982
R317217_2547981_554,P02_G000_A03,1,0.1655564360177948,0.1977852404477318
R317217_2548101_363,P02_G000_A03,1,0.1891598778267536,0.18520106360920832
R319252_2546462_297,P02_G001_A00,1,0.891302983985824,0.08761703233152376
R319252_2546462_347,P02_G001_A00,1,0.8912208232109435,0.09206256232766574
R319252_2546462_397,P02_G001_A00,1,0.8904606217301279,0.09650809232380772
R319252_2546462_447,P02_G001_A00,1,0.8890227355039997,0.1009536223199497
R319252_2546582_280,P02_G001_A00,1,1.0616796395296006,0.0904964823898876
R319252_2546582_330,P02_G001_A00,1,1.061836802764276,0.09494201238602958
R319252_2546582_380,P02_G001_A00,1,1.0612887251964764,0.09938754238217155
R319252_2546582_430,P02_G001_A00,1,1.060035673765924,0.10383307237831352
R319252_2546582_480,P02_G001_A00,1,1.0580782584727046,0.1082786023744555
R319252_2546702_263,P02_G001_A00,1,1.234700807054466,0.09351586365413846
R319252_2546702_313,P02_G001_A00,1,1.2351140437431098,0.09796139365028043
R319252_2546702_363,P02_G001_A00,1,1.234793325213019,0.10240692364642241
R319684_2549593_301,P02_G002_A00,1,1.4038980244352075,0.37641235744820334
R319684_2549593_351,P02_G002_A00,1,1.4074268778911687,0.38085788744434534
R319684_2549593_401,P02_G002_A00,1,1.4101943528056609,0.3853034174404873
R319684_2549593_451,P02_G002_A00,1,1.412198991259416,0.38974894743662925
R319684_2549593_501,P02_G002_A00,1,1.4134397358446051,0.39419447743277125
R319804_2549593_336,P02_G002_A00,1,1.5255492044197752,0.3808112418073172
R319804_2549593_386,P02_G002_A00,1,1.5286300183243497,0.3852567718034592
R319804_2549593_436,P02_G002_A00,1,1.5309272250742652,0.3897023017996012
R319804_2549593_486,P02_G002_A00,1,1.5324395796814514,0.3941478317957431
R319804_2549593_536,P02_G002_A00,1,1.5331662616750634,0.3985933617918851
R319804_2549713_339,P02_G002_A00,1,1.3677669980305893,0.38595773905853775
R319804_2549713_389,P02_G002_A00,1,1.3707011347228928,0.3904032690546797
R318045_2548676_301,P02_G002_A01,1,4.2902449409898225,0.3349543616392288
R318045_2548676_351,P02_G002_A01,1,4.298120180965341,0.33939989163537077
R318045_2548676_401,P02_G002_A01,1,4.304521383275144,0.34384542163151277
R318045_2548676_451,P02_G002_A01,1,4.309442002777672,0.3482909516276548
R318045_2548676_501,P02_G002_A01,1,4.312876992881726,0.3527364816237967
R318045_2548796_305,P02_G002_A01,1,4.056931505262767,0.34027237375216507
R318045_2548796_355,P02_G002_A01,1,4.0642969634588155,0.344717903748307
R318045_2548796_405,P02_G002_A01,1,4.070264756895014,0.349163433744449
R318045_2548796_455,P02_G002_A01,1,4.074829101582296,0.353608963740591
R318045_2548796_505,P02_G002_A01,1,4.07798556122151,0.3580544937367329
R318045_2548796_555,P02_G002_A01,1,4.079731061534375,0.36250002373287493
R318045_2548916_342,P02_G002_A01,1,3.832660937472795,0.3486248060819138
R319860_2550080_338,P02_G003_A00,1,1.029623365522454,0.27396771466449155
R319860_2550080_388,P02_G003_A00,1,1.0328234281851394,0.2784132446606335
R319860_2550080_438,P02_G003_A00,1,1.0353248080517972,0.28285877465677545
R319860_2550080_488,P02_G003_A00,1,1.0371262960974263,0.28730430465291745
R319860_2550080_538,P02_G003_A00,1,1.0382270205779633,0.2917498346490594
R319860_2550080_588,P02_G003_A00,1,1.0386264484350534,0.2961953646452014
R319980_2550080_349,P02_G003_A00,1,1.1217378437292638,0.2762290171484814
R319980_2550080_399,P02_G003_A00,1,1.1248590284815805,0.28067454714462337
R319980_2550080_449,P02_G003_A00,1,1.1272664147495135,0.28512007714076537
R319980_2550080_499,P02_G003_A00,1,1.1289588138822495,0.2895656071369074
R319980_2550080_549,P02_G003_A00,1,1.1299353893343067,0.2940111371330493
R319980_2550200_325,P02_G003_A00,1,0.955222809056977,0.2790681146251014
R319718_2548322_426,P02_G003_A02,1,4.144458954013345,0.2554297696632739
