from_id,to_id,horizontal_distance_m,max_dem_elevation_m,planned_cruise_altitude_m,origin_operation_altitude_m,destination_operation_altitude_m,climb_height_m,descent_height_m
S002,S008,4802.378753349625,331.8424987792969,381.8424987792969,219.5,270.9,162.34249877929688,110.9424987792969
S002,S009,1724.53718543169,277.57415771484375,327.57415771484375,219.5,230.0,108.07415771484375,97.57415771484375
S002,S010,5916.973271945042,441.85394287109375,491.85394287109375,219.5,351.6,272.35394287109375,140.25394287109373
S002,S011,5781.685303669277,311.78533935546875,361.78533935546875,219.5,212.1,142.28533935546875,149.68533935546876
S002,S012,3071.2376714886336,357.8567810058594,407.8567810058594,219.5,279.8,188.35678100585938,128.05678100585936
S002,S013,4540.089176325996,327.2103271484375,377.2103271484375,219.5,351.7,157.7103271484375,25.51032714843751
S002,S014,7654.536694856435,456.09967041015625,506.09967041015625,219.5,351.0,286.59967041015625,155.09967041015625
S002,S015,7164.449951190659,593.7526245117188,643.7526245117188,219.5,474.5,424.25262451171875,169.25262451171875
S003,O01,7263.327717049588,501.4280090332031,551.4280090332031,338.5,127.7,212.92800903320312,423.72800903320314
S003,S001,7658.877073356811,505.94439697265625,555.9443969726562,338.5,184.0,217.44439697265625,371.94439697265625
S003,S002,9776.142449755573,571.1314086914062,621.1314086914062,338.5,219.5,282.63140869140625,401.63140869140625
S003,S004,8232.130840490894,673.6632080078125,723.6632080078125,338.5,228.3,385.1632080078125,495.3632080078125
S003,S005,6340.379888203723,525.933837890625,575.933837890625,338.5,195.0,237.433837890625,380.933837890625
S003,S006,4801.077753250744,612.3626708984375,662.3626708984375,338.5,314.8,323.8626708984375,347.5626708984375
S003,S007,2734.3416585066943,356.2713623046875,406.2713623046875,338.5,348.5,67.7713623046875,57.7713623046875
S003,S008,6254.221384474937,746.0787353515625,796.0787353515625,338.5,270.9,457.5787353515625,525.1787353515625
S003,S009,8897.670098915381,544.588134765625,594.588134765625,338.5,230.0,256.088134765625,364.588134765625
S003,S010,11224.453826961782,466.96417236328125,516.9641723632812,338.5,351.6,178.46417236328125,165.36417236328123
S003,S011,5356.740311307338,485.42230224609375,535.4223022460938,338.5,212.1,196.92230224609375,323.3223022460937
S003,S012,11817.060216040347,544.5889282226562,594.5889282226562,338.5,279.8,256.08892822265625,314.78892822265624
S003,S013,10557.683640846835,505.94439697265625,555.9443969726562,338.5,351.7,217.44439697265625,204.24439697265626
S003,S014,12385.817598077894,542.7295532226562,592.7295532226562,338.5,351.0,254.22955322265625,241.72955322265625
S003,S015,2616.443590450246,437.5785217285156,487.5785217285156,338.5,474.5,149.07852172851562,13.078521728515625
S004,O01,7714.729254941889,348.2391662597656,398.2391662597656,228.3,127.7,169.9391662597656,270.53916625976564
S004,S001,4927.685077091213,358.7777404785156,408.7777404785156,228.3,184.0,180.4777404785156,224.77774047851562
S004,S002,2248.0126451389237,283.658203125,333.658203125,228.3,219.5,105.35820312499999,114.158203125
S004,S003,8232.130840490894,673.6632080078125,723.6632080078125,228.3,338.5,495.3632080078125,385.1632080078125
S004,S005,2608.153793720172,313.630615234375,363.630615234375,228.3,195.0,135.330615234375,168.630615234375
S004,S006,8706.053721545493,375.2806396484375,425.2806396484375,228.3,314.8,196.9806396484375,110.48063964843749
S004,S007,7096.510647652301,538.4392700195312,588.4392700195312,228.3,348.5,360.13927001953124,239.93927001953125
S004,S008,2611.6177599745943,336.83349609375,386.83349609375,228.3,270.9,158.53349609375,115.93349609375002
S004,S009,2985.0854623452974,275.2157897949219,325.2157897949219,228.3,230.0,96.91578979492186,95.21578979492188
S004,S010,7545.1591576205765,432.957275390625,482.957275390625,228.3,351.6,254.657275390625,131.35727539062498
S004,S011,5403.770194919524,311.138916015625,361.138916015625,228.3,212.1,132.838916015625,149.038916015625
S004,S012,5285.0863624546255,312.0069580078125,362.0069580078125,228.3,279.8,133.7069580078125,82.20695800781249
S004,S013,6196.193949098801,321.70806884765625,371.70806884765625,228.3,351.7,143.40806884765624,20.00806884765626
S004,S014,9293.708159459733,502.7727966308594,552.7727966308594,228.3,351.0,324.47279663085936,201.77279663085938
S004,S015,5648.353523272909,638.5672607421875,688.5672607421875,228.3,474.5,460.2672607421875,214.0672607421875
S005,O01,5280.641689396252,276.410888671875,326.410888671875,195.0,127.7,131.410888671875,198.710888671875
S005,S001,2928.051014415856,266.13800048828125,316.13800048828125,195.0,184.0,121.13800048828125,132.13800048828125
S005,S002,3475.747222123636,356.79864501953125,406.79864501953125,195.0,219.5,211.79864501953125,187.29864501953125
S005,S003,6340.379888203723,525.933837890625,575.933837890625,195.0,338.5,380.933837890625,237.433837890625
S005,S004,2608.153793720172,313.630615234375,363.630615234375,195.0,228.3,168.630615234375,135.330615234375
S005,S006,6107.202021573195,358.161376953125,408.161376953125,195.0,314.8,213.161376953125,93.36137695312499
S005,S007,4688.041017649563,457.0865478515625,507.0865478515625,195.0,348.5,312.0865478515625,158.5865478515625
S005,S008,3040.2024647014164,315.542236328125,365.542236328125,195.0,270.9,170.542236328125,94.64223632812502
S005,S009,2649.925492901095,313.5632019042969,363.5632019042969,195.0,230.0,168.56320190429688,133.56320190429688
S005,S010,6361.333301166605,416.15325927734375,466.15325927734375,195.0,351.6,271.15325927734375,114.55325927734373
S005,S011,2802.737833481962,297.5489196777344,347.5489196777344,195.0,212.1,152.54891967773438,135.44891967773438
S005,S012,5622.582675478515,313.5632019042969,363.5632019042969,195.0,279.8,168.56320190429688,83.76320190429686
S005,S013,5214.4767698262895,324.4444580078125,374.4444580078125,195.0,351.7,179.4444580078125,22.74445800781251
S005,S014,7995.5179667303755,551.9796752929688,601.9796752929688,195.0,351.0,406.97967529296875,250.97967529296875
S005,S015,3754.979831135764,568.6133422851562,618.6133422851562,195.0,474.5,423.61334228515625,144.11334228515625
S006,O01,3186.250613253772,316.09783935546875,366.09783935546875,314.8,127.7,51.29783935546874,238.39783935546876
S006,S001,5296.222882741876,343.9356384277344,393.9356384277344,314.8,184.0,79.13563842773436,209.93563842773438
S006,S002,9184.93169340433,342.2972106933594,392.2972106933594,314.8,219.5,77.49721069335936,172.79721069335938
S006,S003,4801.077753250744,612.3626708984375,662.3626708984375,314.8,338.5,347.5626708984375,323.8626708984375
S006,S004,8706.053721545493,375.2806396484375,425.2806396484375,314.8,228.3,110.48063964843749,196.9806396484375
S006,S005,6107.202021573195,358.161376953125,408.161376953125,314.8,195.0,93.36137695312499,213.161376953125
S006,S007,2507.497164539924,540.361328125,590.361328125,314.8,348.5,275.561328125,241.861328125
S006,S008,8061.5466444737685,517.8421020507812,567.8421020507812,314.8,270.9,253.04210205078124,296.9421020507813
S006,S009,7669.110264680382,341.0712890625,391.0712890625,314.8,230.0,76.27128906249999,161.0712890625
S006,S010,7921.312690171742,383.2227783203125,433.2227783203125,314.8,351.6,118.42277832031249,81.62277832031248
S006,S011,3409.7747973308815,350.46759033203125,400.46759033203125,314.8,212.1,85.66759033203124,188.36759033203126
S006,S012,9989.80829696646,381.5818176269531,431.5818176269531,314.8,279.8,116.78181762695311,151.7818176269531
S006,S013,7782.722336648401,344.1709289550781,394.1709289550781,314.8,351.7,79.37092895507811,42.470928955078136
S006,S014,8596.79764917832,556.662109375,606.662109375,314.8,351.0,291.862109375,255.662109375
S006,S015,4684.564558028156,601.2601318359375,651.2601318359375,314.8,474.5,336.4601318359375,176.7601318359375
S007,O01,4534.527995612143,451.8304748535156,501.8304748535156,348.5,127.7,153.33047485351562,374.13047485351564
S007,S001,5187.945163243503,389.17535400390625,439.17535400390625,348.5,184.0,90.67535400390625,255.17535400390625
S007,S002,8118.349331842345,424.7281799316406,474.7281799316406,348.5,219.5,126.22817993164062,255.22817993164062
S007,S003,2734.3416585066943,356.2713623046875,406.2713623046875,348.5,338.5,57.7713623046875,67.7713623046875
S007,S004,7096.510647652301,538.4392700195312,588.4392700195312,348.5,228.3,239.93927001953125,360.13927001953124
S007,S005,4688.041017649563,457.0865478515625,507.0865478515625,348.5,195.0,158.5865478515625,312.0865478515625
S007,S006,2507.497164539924,540.361328125,590.361328125,348.5,314.8,241.861328125,275.561328125
S007,S008,5911.594113867247,604.4702758789062,654.4702758789062,348.5,270.9,305.97027587890625,383.5702758789063
S007,S009,6907.7767857262725,418.3501281738281,468.3501281738281,348.5,230.0,119.85012817382812,238.35012817382812
S007,S010,8600.000377419432,386.94964599609375,436.94964599609375,348.5,351.6,88.44964599609375,85.34964599609373
S007,S011,2834.0773209608024,387.9908752441406,437.9908752441406,348.5,212.1,89.49087524414062,225.89087524414063
S007,S012,9663.264747987756,407.66363525390625,457.66363525390625,348.5,279.8,109.16363525390625,177.86363525390624
S007,S013,8055.032982238054,382.5381164550781,432.5381164550781,348.5,351.7,84.03811645507812,80.83811645507814
S007,S014,9684.088094163752,530.8557739257812,580.8557739257812,348.5,351.0,232.35577392578125,229.85577392578125
S007,S015,2219.412036324961,452.918212890625,502.918212890625,348.5,474.5,154.418212890625,28.418212890625
S008,O01,8079.114648723534,322.9093322753906,372.9093322753906,270.9,127.7,102.00933227539065,245.20933227539064
S008,S001,5968.2512058128505,315.542236328125,365.542236328125,270.9,184.0,94.64223632812502,181.542236328125
S008,S002,4802.378753349625,331.8424987792969,381.8424987792969,270.9,219.5,110.9424987792969,162.34249877929688
S008,S003,6254.221384474937,746.0787353515625,796.0787353515625,270.9,338.5,525.1787353515625,457.5787353515625
S008,S004,2611.6177599745943,336.83349609375,386.83349609375,270.9,228.3,115.93349609375002,158.53349609375
S008,S005,3040.2024647014164,315.542236328125,365.542236328125,270.9,195.0,94.64223632812502,170.542236328125
S008,S006,8061.5466444737685,517.8421020507812,567.8421020507812,270.9,314.8,296.9421020507813,253.04210205078124
S008,S007,5911.594113867247,604.4702758789062,654.4702758789062,270.9,348.5,383.5702758789063,305.97027587890625
S008,S009,5018.293636326993,338.620361328125,388.620361328125,270.9,230.0,117.72036132812502,158.620361328125
S008,S010,9292.962514918208,414.2554931640625,464.2554931640625,270.9,351.6,193.35549316406252,112.65549316406248
S008,S011,5327.278388557054,362.91650390625,412.91650390625,270.9,212.1,142.01650390625002,200.81650390625
S008,S012,7727.817053845233,309.1531982421875,359.1531982421875,270.9,279.8,88.25319824218752,79.35319824218749
S008,S013,8054.023584575606,332.36956787109375,382.36956787109375,270.9,351.7,111.46956787109377,30.66956787109376
S008,S014,10974.313686294383,542.4922485351562,592.4922485351562,270.9,351.0,321.5922485351563,241.49224853515625
S008,S015,3928.9682663394324,659.7728271484375,709.7728271484375,270.9,474.5,438.8728271484375,235.2728271484375
S009,O01,5705.148819569393,243.22891235351562,293.2289123535156,230.0,127.7,63.228912353515625,165.52891235351564
S009,S001,2651.1928824887373,243.22891235351562,293.2289123535156,230.0,184.0,63.228912353515625,109.22891235351562
S009,S002,1724.53718543169,277.57415771484375,327.57415771484375,230.0,219.5,97.57415771484375,108.07415771484375
S009,S003,8897.670098915381,544.588134765625,594.588134765625,230.0,338.5,364.588134765625,256.088134765625
S009,S004,2985.0854623452974,275.2157897949219,325.2157897949219,230.0,228.3,95.21578979492188,96.91578979492186
S009,S005,2649.925492901095,313.5632019042969,363.5632019042969,230.0,195.0,133.56320190429688,168.56320190429688
S009,S006,7669.110264680382,341.0712890625,391.0712890625,230.0,314.8,161.0712890625,76.27128906249999
S009,S007,6907.7767857262725,418.3501281738281,468.3501281738281,230.0,348.5,238.35012817382812,119.85012817382812
S009,S008,5018.293636326993,338.620361328125,388.620361328125,230.0,270.9,158.620361328125,117.72036132812502
S009,S010,4564.0802005612795,432.957275390625,482.957275390625,230.0,351.6,252.957275390625,131.35727539062498
S009,S011,4325.142193103941,265.66766357421875,315.66766357421875,230.0,212.1,85.66766357421875,103.56766357421876
S009,S012,2972.668271273241,310.91961669921875,360.91961669921875,230.0,279.8,130.91961669921875,81.11961669921874
S009,S013,3211.1135979186497,321.70806884765625,371.70806884765625,230.0,351.7,141.70806884765625,20.00806884765626
S009,S014,6315.382649948027,495.81243896484375,545.8124389648438,230.0,351.0,315.81243896484375,194.81243896484375
S009,S015,6362.7970405097585,532.3267822265625,582.3267822265625,230.0,474.5,352.3267822265625,107.8267822265625
S010,O01,4784.474876257699,385.63653564453125,435.63653564453125,351.6,127.7,84.03653564453123,307.93653564453126
S010,S001,3709.8679827660485,381.0796813964844,431.0796813964844,351.6,184.0,79.47968139648435,247.07968139648438
S010,S002,5916.973271945042,441.85394287109375,491.85394287109375,351.6,219.5,140.25394287109373,272.35394287109375
S010,S003,11224.453826961782,466.96417236328125,516.9641723632812,351.6,338.5,165.36417236328123,178.46417236328125
S010,S004,7545.1591576205765,432.957275390625,482.957275390625,351.6,228.3,131.35727539062498,254.657275390625
S010,S005,6361.333301166605,416.15325927734375,466.15325927734375,351.6,195.0,114.55325927734373,271.15325927734375
S010,S006,7921.312690171742,383.2227783203125,433.2227783203125,351.6,314.8,81.62277832031248,118.42277832031249
S010,S007,8600.000377419432,386.94964599609375,436.94964599609375,351.6,348.5,85.34964599609373,88.44964599609375
S010,S008,9292.962514918208,414.2554931640625,464.2554931640625,351.6,270.9,112.65549316406248,193.35549316406252
S010,S009,4564.0802005612795,432.957275390625,482.957275390625,351.6,230.0,131.35727539062498,252.957275390625
S010,S011,5873.543964702115,385.9914245605469,435.9914245605469,351.6,212.1,84.39142456054685,223.89142456054688
S010,S012,3950.9409442695655,423.1903076171875,473.1903076171875,351.6,279.8,121.59030761718748,193.3903076171875
S010,S013,1378.6540993555586,454.07037353515625,504.07037353515625,351.6,351.7,152.47037353515623,152.37037353515626
S010,S014,1753.1630581858972,487.5635681152344,537.5635681152344,351.6,351.0,185.96356811523435,186.56356811523438
S010,S015,9196.099796824627,564.2330322265625,614.2330322265625,351.6,474.5,262.6330322265625,139.7330322265625
S011,O01,2808.0980667549748,243.34902954101562,293.3490295410156,212.1,127.7,81.24902954101563,165.64902954101564
S011,S001,2354.1055732574746,226.38790893554688,276.3879089355469,212.1,184.0,64.28790893554688,92.38790893554688
S011,S002,5781.685303669277,311.78533935546875,361.78533935546875,212.1,219.5,149.68533935546876,142.28533935546875
S011,S003,5356.740311307338,485.42230224609375,535.4223022460938,212.1,338.5,323.3223022460937,196.92230224609375
S011,S004,5403.770194919524,311.138916015625,361.138916015625,212.1,228.3,149.038916015625,132.838916015625
S011,S005,2802.737833481962,297.5489196777344,347.5489196777344,212.1,195.0,135.44891967773438,152.54891967773438
S011,S006,3409.7747973308815,350.46759033203125,400.46759033203125,212.1,314.8,188.36759033203126,85.66759033203124
S011,S007,2834.0773209608024,387.9908752441406,437.9908752441406,212.1,348.5,225.89087524414063,89.49087524414062
S011,S008,5327.278388557054,362.91650390625,412.91650390625,212.1,270.9,200.81650390625,142.01650390625002
S011,S009,4325.142193103941,265.66766357421875,315.66766357421875,212.1,230.0,103.56766357421876,85.66766357421875
S011,S010,5873.543964702115,385.9914245605469,435.9914245605469,212.1,351.6,223.89142456054688,84.39142456054685
S011,S012,6903.47839503221,367.3367004394531,417.3367004394531,212.1,279.8,205.23670043945313,137.5367004394531
S011,S013,5233.198222404995,328.3608093261719,378.3608093261719,212.1,351.7,166.26080932617188,26.660809326171886
S011,S014,7127.694013824508,564.1454467773438,614.1454467773438,212.1,351.0,402.0454467773437,263.14544677734375
S011,S015,3461.2566557773766,538.2222290039062,588.2222290039062,212.1,474.5,376.1222290039062,113.72222900390625
S012,O01,7390.448226172106,362.35931396484375,412.35931396484375,279.8,127.7,132.55931396484374,284.65931396484376
S012,S001,4697.642373124702,385.599609375,435.599609375,279.8,184.0,155.799609375,251.599609375
S012,S002,3071.2376714886336,357.8567810058594,407.8567810058594,279.8,219.5,128.05678100585936,188.35678100585938
S012,S003,11817.060216040347,544.5889282226562,594.5889282226562,279.8,338.5,314.78892822265624,256.08892822265625
S012,S004,5285.0863624546255,312.0069580078125,362.0069580078125,279.8,228.3,82.20695800781249,133.7069580078125
S012,S005,5622.582675478515,313.5632019042969,363.5632019042969,279.8,195.0,83.76320190429686,168.56320190429688
S012,S006,9989.80829696646,381.5818176269531,431.5818176269531,279.8,314.8,151.7818176269531,116.78181762695311
S012,S007,9663.264747987756,407.66363525390625,457.66363525390625,279.8,348.5,177.86363525390624,109.16363525390625
S012,S008,7727.817053845233,309.1531982421875,359.1531982421875,279.8,270.9,79.35319824218749,88.25319824218752
S012,S009,2972.668271273241,310.91961669921875,360.91961669921875,279.8,230.0,81.11961669921874,130.91961669921875
S012,S010,3950.9409442695655,423.1903076171875,473.1903076171875,279.8,351.6,193.3903076171875,121.59030761718748
S012,S011,6903.47839503221,367.3367004394531,417.3367004394531,279.8,212.1,137.5367004394531,205.23670043945313
S012,S013,2855.1768011960803,386.5263671875,436.5263671875,279.8,351.7,156.7263671875,84.82636718750001
S012,S014,5454.746994166796,481.1858215332031,531.1858215332031,279.8,351.0,251.3858215332031,180.18582153320312
S012,S015,9317.63729605908,534.7462158203125,584.7462158203125,279.8,474.5,304.9462158203125,110.2462158203125
S013,O01,4849.227041161927,347.3786926269531,397.3786926269531,351.7,127.7,45.678692626953136,269.67869262695314
S013,S001,2898.808210595373,328.3608093261719,378.3608093261719,351.7,184.0,26.660809326171886,194.36080932617188
S013,S002,4540.089176325996,327.2103271484375,377.2103271484375,351.7,219.5,25.51032714843751,157.7103271484375
S013,S003,10557.683640846835,505.94439697265625,555.9443969726562,351.7,338.5,204.24439697265626,217.44439697265625
S013,S004,6196.193949098801,321.70806884765625,371.70806884765625,351.7,228.3,20.00806884765626,143.40806884765624
S013,S005,5214.4767698262895,324.4444580078125,374.4444580078125,351.7,195.0,22.74445800781251,179.4444580078125
S013,S006,7782.722336648401,344.1709289550781,394.1709289550781,351.7,314.8,42.470928955078136,79.37092895507811
S013,S007,8055.032982238054,382.5381164550781,432.5381164550781,351.7,348.5,80.83811645507814,84.03811645507812
S013,S008,8054.023584575606,332.36956787109375,382.36956787109375,351.7,270.9,30.66956787109376,111.46956787109377
S013,S009,3211.1135979186497,321.70806884765625,371.70806884765625,351.7,230.0,20.00806884765626,141.70806884765625
S013,S010,1378.6540993555586,454.07037353515625,504.07037353515625,351.7,351.6,152.37037353515626,152.47037353515623
S013,S011,5233.198222404995,328.3608093261719,378.3608093261719,351.7,212.1,26.660809326171886,166.26080932617188
S013,S012,2855.1768011960803,386.5263671875,436.5263671875,351.7,279.8,84.82636718750001,156.7263671875
S013,S014,3127.353425117941,480.4970703125,530.4970703125,351.7,351.0,178.7970703125,179.4970703125
S013,S015,8349.019280183047,529.7706298828125,579.7706298828125,351.7,474.5,228.0706298828125,105.2706298828125
S014,O01,5419.570194994184,541.9473876953125,591.9473876953125,351.0,127.7,240.9473876953125,464.2473876953125
S014,S001,5196.165768976583,542.6727294921875,592.6727294921875,351.0,184.0,241.6727294921875,408.6727294921875
S014,S002,7654.536694856435,456.09967041015625,506.09967041015625,351.0,219.5,155.09967041015625,286.59967041015625
S014,S003,12385.817598077894,542.7295532226562,592.7295532226562,351.0,338.5,241.72955322265625,254.22955322265625
S014,S004,9293.708159459733,502.7727966308594,552.7727966308594,351.0,228.3,201.77279663085938,324.47279663085936
S014,S005,7995.5179667303755,551.9796752929688,601.9796752929688,351.0,195.0,250.97967529296875,406.97967529296875
S014,S006,8596.79764917832,556.662109375,606.662109375,351.0,314.8,255.662109375,291.862109375
S014,S007,9684.088094163752,530.8557739257812,580.8557739257812,351.0,348.5,229.85577392578125,232.35577392578125
S014,S008,10974.313686294383,542.4922485351562,592.4922485351562,351.0,270.9,241.49224853515625,321.5922485351563
S014,S009,6315.382649948027,495.81243896484375,545.8124389648438,351.0,230.0,194.81243896484375,315.81243896484375
S014,S010,1753.1630581858972,487.5635681152344,537.5635681152344,351.0,351.6,186.56356811523438,185.96356811523435
S014,S011,7127.694013824508,564.1454467773438,614.1454467773438,351.0,212.1,263.14544677734375,402.0454467773437
S014,S012,5454.746994166796,481.1858215332031,531.1858215332031,351.0,279.8,180.18582153320312,251.3858215332031
S014,S013,3127.353425117941,480.4970703125,530.4970703125,351.0,351.7,179.4970703125,178.7970703125
S014,S015,10556.155703136385,578.795166015625,628.795166015625,351.0,474.5,277.795166015625,154.295166015625
S015,O01,6009.472571071346,520.8697509765625,570.8697509765625,474.5,127.7,96.3697509765625,443.1697509765625
S015,S001,5500.145051309657,547.315185546875,597.315185546875,474.5,184.0,122.815185546875,413.315185546875
S015,S002,7164.449951190659,593.7526245117188,643.7526245117188,474.5,219.5,169.25262451171875,424.25262451171875
S015,S003,2616.443590450246,437.5785217285156,487.5785217285156,474.5,338.5,13.078521728515625,149.07852172851562
S015,S004,5648.353523272909,638.5672607421875,688.5672607421875,474.5,228.3,214.0672607421875,460.2672607421875
S015,S005,3754.979831135764,568.6133422851562,618.6133422851562,474.5,195.0,144.11334228515625,423.61334228515625
S015,S006,4684.564558028156,601.2601318359375,651.2601318359375,474.5,314.8,176.7601318359375,336.4601318359375
S015,S007,2219.412036324961,452.918212890625,502.918212890625,474.5,348.5,28.418212890625,154.418212890625
S015,S008,3928.9682663394324,659.7728271484375,709.7728271484375,474.5,270.9,235.2728271484375,438.8728271484375
S015,S009,6362.7970405097585,532.3267822265625,582.3267822265625,474.5,230.0,107.8267822265625,352.3267822265625
S015,S010,9196.099796824627,564.2330322265625,614.2330322265625,474.5,351.6,139.7330322265625,262.6330322265625
S015,S011,3461.2566557773766,538.2222290039062,588.2222290039062,474.5,212.1,113.72222900390625,376.1222290039062
S015,S012,9317.63729605908,534.7462158203125,584.7462158203125,474.5,279.8,110.2462158203125,304.9462158203125
S015,S013,8349.019280183047,529.7706298828125,579.7706298828125,474.5,351.7,105.2706298828125,228.0706298828125
S015,S014,10556.155703136385,578.795166015625,628.795166015625,474.5,351.0,154.295166015625,277.795166015625
